;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25
1201;fail;fail;fail;65247;fail;fail;fail;fail;fail;fail;53432;fail;fail;36405;fail;fail;fail;fail;fail;fail;22980;fail;fail;13657;fail;fail;fail;40713;fail;fail;fail;76058;fail;fail;56625;3608;81589;26665;282098;99166;250452;12093;88580;280621;190419;162672;299586;6429;21514;96704;47598;6797;114095;41415;110462;121587
1202;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;17706;fail;fail;78541;fail;17807;86354;10248;fail;6586;fail;39609;96511;fail;fail;3904;fail;48132;41344;2084;12353;103274;107637;26643;46181;16899;168912;62340;39761;15135;29647;20669;5233;22569;712;94962;25343;2620;80029;230971
1203;fail;fail;30232;fail;fail;6065;40477;fail;15762;fail;25582;fail;fail;15663;fail;876;fail;46959;61472;fail;45314;13564;fail;23912;23099;fail;fail;fail;fail;fail;fail;91702;23256;18230;fail;221789;26840;83287;69133;152323;210601;43335;4758;387309;275251;210202;141872;26568;14309;65717;279183;19762;214260;285273;65720;233892
1204;fail;fail;fail;75060;fail;94848;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;321455;27079;55194;208025;195010;fail;166844;101896;58793;50834;447252;445915;48781;102932;178341;230784;194661;7294;59062;72147;124299
1205;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;27426;8023;fail;fail;fail;89313;fail;fail;fail;fail;94592;48196;61032;66252;21127;fail;40373;15731;22574;fail;fail;fail;97706;fail;47765;17005;147966;14907;44144;104951;106787;75308;95920;157629;1792;26583;16756;157468;154011;7233;41341;73924;185805;190899;18822
1206;fail;fail;fail;2642;fail;fail;fail;fail;fail;52222;fail;41749;58010;18398;fail;16651;99104;37543;8259;13523;fail;1519;fail;fail;fail;fail;fail;fail;fail;fail;2809;12841;fail;fail;35902;28656;1216;17089;27822;91849;65912;156416;8392;25375;12729;11216;13042;103984;350145;9559;38101;28150;62805;57154;20860;79320
1207;fail;fail;fail;84;fail;fail;fail;fail;6784;fail;fail;fail;fail;fail;fail;56649;fail;19080;fail;26753;33442;91954;5957;fail;45997;40121;fail;fail;fail;fail;26320;fail;fail;77200;fail;36381;93110;25340;279832;26323;44591;34611;21789;8401;32958;213131;266092;77629;143154;114900;64667;213490;35635;104163;134389;391873
1208;fail;fail;fail;fail;fail;fail;fail;fail;fail;31990;fail;7483;4780;fail;fail;fail;fail;28189;523;fail;64426;85417;fail;fail;16625;fail;65410;1467;8738;88217;fail;fail;33343;fail;44988;142553;208467;59566;90388;39747;104945;5238;144010;326827;11957;372882;53523;36342;7289;215993;58996;68867;20291;410599;116304;16313
1209;fail;fail;fail;40611;fail;fail;fail;fail;fail;fail;fail;41674;fail;14614;5099;fail;86039;22732;fail;42773;6057;50464;38363;30084;20922;fail;fail;55926;fail;fail;fail;fail;14812;61235;59244;142969;64072;160892;75474;87667;141998;14293;67562;244524;183500;21240;81847;434902;330;2322;124140;44497;12197;38595;96433;115158
1210;fail;fail;fail;fail;fail;83532;fail;fail;fail;fail;1085;50245;fail;fail;fail;16894;51207;71886;47313;fail;fail;76894;21361;fail;fail;26110;10624;fail;16975;fail;5348;fail;40178;67868;20363;1051;305251;70772;55918;19127;132713;85966;101;144;30664;81752;27086;84568;374405;204941;792;36036;47281;88125;73097;14436
1211;fail;fail;fail;fail;fail;fail;fail;fail;fail;44197;fail;fail;fail;fail;fail;fail;fail;95143;fail;fail;fail;24651;66303;fail;fail;14741;19487;fail;5239;22423;fail;25573;15884;72151;fail;264156;5886;34694;57371;11170;54596;49804;73861;44353;10847;10777;56676;301537;69185;287829;8064;18320;149481;3774;15291;14974
1212;fail;fail;fail;fail;fail;21840;304;fail;36332;fail;80301;fail;fail;fail;fail;fail;fail;fail;fail;94560;38826;22466;9144;fail;41985;72485;7330;2567;fail;fail;fail;fail;fail;fail;fail;18002;29611;29903;2916;32348;78814;5393;296105;189531;87047;248318;51107;296773;1764;26759;63630;68577;77990;355;159376;14330
1213;fail;fail;fail;fail;fail;fail;fail;fail;7561;11460;68328;7342;fail;30517;fail;fail;fail;18474;fail;68440;fail;fail;16285;fail;fail;fail;fail;78222;68274;64700;51903;6716;fail;17837;fail;10217;175399;244463;129515;13779;300714;1103;7881;126937;3405;280963;52636;323606;27977;10966;86301;36144;5626;96295;85414;151619
1214;fail;fail;fail;42645;24301;fail;fail;fail;fail;8331;49752;79895;fail;fail;fail;25965;fail;fail;87442;fail;35965;56699;fail;732;13880;32954;fail;556;fail;50362;9677;99961;35786;6198;fail;14373;89196;6940;67457;105735;57985;200472;19933;54398;193094;235658;31209;137770;46528;31947;3138;19439;63895;89041;41195;23273
1215;fail;fail;fail;56348;26274;64032;35660;fail;fail;36173;30957;72149;fail;fail;fail;fail;67127;71015;5860;fail;28576;3228;fail;fail;61727;fail;fail;fail;3596;36798;52098;fail;53133;fail;59479;78212;3571;17119;46130;19668;78602;2295;18634;130171;49195;73894;40365;74438;140422;2201;24311;149003;60712;32706;51255;86466
1216;fail;fail;fail;fail;fail;fail;fail;fail;24231;fail;fail;fail;29046;22448;1450;fail;fail;40484;fail;22750;57231;61406;fail;fail;4229;43004;8774;fail;26944;44276;58959;42746;fail;fail;1976;21508;140350;73723;105544;71535;223002;59069;60981;2154;90837;59878;21695;43290;2574;36389;164163;18031;59911;47858;31340;46268
1217;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;55155;fail;fail;fail;99874;fail;fail;fail;fail;fail;3336;36487;52957;fail;fail;56094;15728;550;fail;62544;fail;fail;17378;425197;333010;126423;58878;270630;38618;fail;1396;5632;117915;45429;78514;294211;52784;275740;99921;25836;114427;13514;246355;7192
1218;fail;fail;fail;27148;fail;fail;fail;fail;fail;fail;97384;76505;fail;fail;fail;fail;fail;fail;fail;fail;35986;fail;89355;fail;52911;fail;38513;fail;38355;79162;91464;6492;fail;19496;27846;24828;39246;12495;94137;328893;30530;22708;150011;28050;39796;25275;544699;110952;105963;121315;157993;107270;227687;50902;23104;178454
1219;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;47714;fail;fail;fail;fail;4193;3210;26603;fail;fail;4422;52713;98373;35386;fail;fail;16408;94787;fail;fail;fail;fail;fail;16054;fail;43895;185865;149018;99845;28855;22035;85563;76484;21882;15498;92436;27340;17012;38167;59541;28289;49443;9471;6173;72536;67049
1220;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;29260;33912;fail;fail;fail;11511;fail;96126;7166;fail;fail;fail;21213;20325;fail;54005;fail;fail;34454;57813;53298;fail;16925;fail;fail;14563;63143;43245;105405;125936;88604;47207;21828;64767;51171;22058;51699;8764;57547;116391;55228;963547;154711;85693;9817;40210
1221;fail;fail;fail;fail;fail;fail;fail;fail;16704;fail;fail;73626;fail;95751;3932;fail;fail;71539;fail;45480;fail;fail;58636;fail;fail;13092;fail;43105;98965;13363;9703;60636;fail;4449;13566;91519;130618;141946;204746;176757;160758;17941;40571;166131;12178;10958;74557;175150;13880;351166;3268;69374;71241;45996;40037;57114
1222;fail;fail;30384;11871;50623;12898;fail;fail;fail;25646;64497;6855;fail;33062;fail;fail;40641;fail;fail;fail;fail;26244;fail;70793;fail;64912;fail;fail;28713;3724;73805;47186;84416;17765;fail;27987;1786;91103;52298;23298;103214;14061;26972;5596;24983;22989;84054;7771;102971;21894;113748;105749;108547;60930;24610;72196
1223;fail;4378;fail;26877;39079;fail;43463;fail;fail;21502;fail;fail;fail;fail;fail;8544;84392;5551;fail;fail;42282;33163;fail;96309;fail;91354;63406;44608;fail;fail;9156;29382;57666;fail;fail;116981;80721;44132;3945;40919;fail;60632;30933;18161;307560;31897;19503;11322;69462;60242;6365;56536;187011;66538;67693;81967
1224;fail;fail;fail;fail;fail;fail;fail;fail;fail;19515;5107;fail;fail;fail;fail;fail;fail;1013;15843;fail;46486;fail;34344;7436;2692;37822;fail;78722;24812;fail;fail;19403;36324;35698;fail;31283;311245;253289;206880;208300;fail;fail;197656;6779;160350;31368;72443;26279;20956;21981;10244;33844;3296;24378;131818;1616
1225;fail;fail;fail;fail;fail;fail;fail;fail;fail;35172;47592;fail;fail;fail;8845;35830;32020;12807;fail;fail;fail;16281;71503;55730;1089;2243;fail;fail;54253;48361;70932;fail;63612;83363;26876;6636;27374;30261;41684;16131;35847;41238;13532;28944;9887;293769;518735;60898;31806;46597;34487;62612;57247;22143;99224;35183
1226;fail;fail;fail;fail;fail;fail;fail;fail;fail;18488;4557;fail;fail;fail;fail;fail;fail;fail;fail;76635;fail;fail;42946;23825;20353;fail;61424;70659;8591;16903;34195;16677;79489;47403;fail;56774;145473;125498;194302;4442;176179;326859;57575;199905;13344;218014;24502;121118;188797;9631;80752;130078;228491;1641;20402;31175
1227;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;31121;89136;20435;5291;fail;fail;40653;0;fail;22879;fail;2844;98361;72647;5479;98805;8453;13944;10691;649;3882;43260;12515;244;fail;81752;400124;46204;166145;62196;188712;43295;88267;225755;400923;118605;102691;235490;458398;109658;10591;26499;831;5843;257582;7346
1228;fail;fail;22524;fail;16588;fail;fail;fail;fail;fail;90447;fail;fail;fail;fail;40110;13719;51467;4738;23789;fail;29662;74227;fail;fail;68120;2897;fail;35910;fail;82612;95759;67216;37462;fail;32573;408183;6779;fail;4315;19948;fail;109153;136484;11909;126632;37273;155896;267111;122284;359626;381396;17484;201775;142710;6636
1229;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;53678;fail;36654;fail;fail;27295;10954;79291;31262;35312;80466;fail;fail;fail;17863;fail;75934;fail;fail;54619;29465;237682;40159;152909;270356;180418;113102;70072;17698;356833;690255;155632;405345;177931;125379;129416;1384;272688;18825;34097;514770
1230;fail;fail;fail;fail;fail;53072;90;fail;fail;88705;fail;5549;6064;fail;fail;fail;fail;fail;fail;fail;1230;70336;76036;9010;fail;68040;fail;fail;fail;fail;59289;95307;2790;fail;fail;19797;252551;43298;54320;131934;51490;96051;23500;23819;2318;91581;11347;20214;1812;142714;404;62267;30639;857;58300;132890
1231;fail;fail;fail;fail;fail;fail;fail;fail;39750;30712;fail;92734;fail;fail;fail;fail;22308;fail;48103;8925;fail;4078;fail;77951;296;38711;47845;fail;59548;fail;fail;fail;23221;95919;47486;37059;256655;53703;163977;78088;117679;66419;15504;201445;72994;29678;55644;131970;338;21729;89618;149004;70403;101559;43464;5519
1232;fail;fail;fail;40050;56173;fail;fail;fail;fail;19560;3567;52426;3583;51760;fail;fail;fail;fail;32193;6856;fail;fail;fail;fail;fail;fail;fail;31960;fail;41699;fail;fail;fail;fail;fail;109668;113037;8842;38224;26082;61796;47546;99400;11125;272759;110926;265486;148077;52915;4429;55332;46017;103801;149910;21365;102027
1233;fail;fail;fail;3134;fail;fail;38305;fail;fail;fail;fail;fail;fail;fail;7720;fail;fail;75791;fail;fail;fail;5354;7651;fail;fail;1791;fail;fail;64013;790;70794;73882;12010;fail;fail;401;38762;32447;14986;76871;107984;47077;67307;33497;662;9314;16573;30911;51779;66366;26624;97383;77553;19128;6097;124144
1234;fail;fail;fail;5888;fail;82081;fail;fail;fail;fail;fail;fail;46326;fail;fail;27024;fail;fail;71006;fail;fail;58798;6132;30711;fail;fail;fail;fail;fail;25106;fail;fail;34240;3639;44352;66453;72612;7878;111108;231664;248685;82102;89277;53972;63706;919;20634;542874;39089;174056;80342;41882;146598;7889;30812;96189
1235;fail;fail;fail;fail;fail;fail;fail;fail;fail;80912;2910;6660;fail;fail;fail;4099;fail;98289;63233;fail;fail;10671;52078;74834;fail;fail;62552;5504;fail;fail;fail;46520;10911;10252;fail;75956;174790;56106;15333;86379;5038;45097;34393;70490;138206;20742;36509;313891;83585;94376;58470;34163;204904;5964;51646;262564
1236;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;77951;15767;fail;65896;fail;19024;fail;5791;99431;27769;fail;fail;1843;46404;69062;61163;fail;3395;127325;170782;11690;289093;fail;49794;10535;4906;78850;8861;45326;47538;24668;65004;889592;11350;169616;500072;191244;1456
1237;fail;fail;fail;fail;fail;fail;fail;111;fail;fail;fail;fail;fail;fail;fail;fail;fail;40224;fail;fail;fail;74843;fail;fail;15813;fail;fail;fail;49123;fail;78942;10696;fail;43463;15281;42035;269511;110245;80096;28089;110439;193141;103042;31966;125069;243226;69136;77166;101105;385783;117065;90116;109493;101808;12245;36632
1238;fail;fail;4363;fail;fail;fail;fail;fail;fail;53099;36328;35423;fail;fail;fail;fail;fail;fail;47720;fail;23868;fail;fail;79365;fail;73205;fail;fail;80111;83134;47258;16411;27498;36542;fail;34677;fail;fail;183058;44073;24490;fail;8223;145735;49605;83076;34265;76078;602;1194;35716;296463;165556;85163;61604;192977
1239;fail;fail;fail;fail;2136;48678;fail;fail;fail;29385;53734;36055;fail;34323;fail;2737;fail;fail;fail;fail;fail;83122;75641;fail;7619;94753;67822;fail;39965;fail;99978;fail;fail;79271;fail;10421;74760;201719;79344;20322;172833;fail;57455;30562;27001;89349;2318;35900;24781;58564;262659;255616;41531;80259;116530;532353
1240;fail;3976;fail;92945;fail;fail;fail;fail;70875;fail;41142;35211;fail;fail;fail;fail;fail;94982;fail;fail;fail;36060;fail;37183;19752;53582;93931;fail;49273;72544;70781;fail;fail;fail;fail;55051;20455;423712;fail;62987;234308;309079;2683;64236;132842;21570;142512;9018;34732;73864;100736;13354;275503;94698;32225;107166
1241;fail;fail;fail;38027;2426;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;6706;35080;10897;35052;fail;8721;67006;fail;12275;8708;95437;4190;fail;39961;50280;fail;fail;4425;fail;fail;121744;321828;64023;15577;311709;172558;324479;348548;22395;107992;7159;102185;554640;34833;54935;10823;232468;88706;141450;118213;171032
1242;fail;fail;961;554;fail;fail;31019;fail;fail;3697;fail;fail;27633;734;fail;fail;19294;3128;fail;87309;98523;2128;fail;fail;36160;22932;36414;fail;22378;37859;fail;fail;fail;fail;22790;14512;345856;40077;83255;18985;fail;fail;144127;44720;109306;57995;166338;50995;128941;138481;327541;55630;56144;69536;12141;174545
1243;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;15390;42965;fail;fail;fail;54210;fail;27652;60401;fail;fail;63613;271;46775;fail;5191;2852;2786;fail;91798;31091;8903;48420;fail;fail;251496;3359;15586;178761;11580;68692;173158;69400;94216;34932;3673;21174;18137;193696;77909;20195;95919;214945;135034;131995;105401
1244;fail;fail;fail;fail;fail;90030;fail;fail;fail;fail;fail;fail;fail;fail;fail;84955;97943;38489;fail;7683;71903;28329;fail;44459;fail;96012;9679;fail;18003;fail;fail;fail;3052;85105;84825;146529;127189;267164;3576;81661;36445;215165;62194;79826;141065;234278;89682;24540;283535;42946;109295;30250;68852;306940;175603;85626
1245;fail;fail;fail;fail;fail;fail;fail;fail;fail;67485;fail;fail;fail;fail;fail;fail;17095;59268;11512;fail;47675;3945;36865;19896;fail;3230;35048;fail;26697;1034;25851;8890;7031;22442;76010;72056;33915;32574;51497;3662;104835;1548;27386;185620;9655;126129;124874;69751;17670;2919;10835;150676;281622;13638;192762;49488
1246;fail;fail;fail;fail;73717;fail;fail;fail;67842;14150;fail;73272;fail;fail;fail;fail;58414;fail;fail;4114;fail;19528;fail;fail;5086;fail;9536;fail;fail;fail;fail;88326;23773;fail;fail;47301;155462;7343;89504;47394;151407;76804;22643;167900;90075;86582;154640;11993;44565;10286;53804;123091;54635;102105;151814;170132
1247;fail;fail;fail;92670;fail;90458;fail;fail;fail;46167;fail;fail;fail;44072;fail;fail;fail;fail;81549;fail;fail;34111;76693;14064;18943;71019;7879;fail;fail;44343;58754;fail;fail;fail;fail;26821;144588;156244;176969;357513;126948;189004;149734;37248;13228;243741;89406;96760;10650;18909;21332;45160;174357;75444;29483;10890
1248;fail;fail;fail;fail;fail;fail;47638;fail;fail;32499;17831;12866;13131;fail;fail;68849;3070;fail;11778;4059;fail;87095;fail;57330;14369;24076;fail;11679;43521;36417;fail;81251;3310;50513;93480;7465;111034;193104;210672;41423;221779;84813;56621;6222;126146;80325;91804;301771;494469;219039;29375;2362;238330;222167;205914;19354
1249;fail;fail;fail;fail;fail;fail;fail;fail;11595;46187;fail;87116;fail;fail;fail;52532;86401;fail;fail;87493;11434;5343;23346;12907;28130;4741;87791;41808;27125;58010;fail;4339;fail;fail;fail;9756;3039;10568;107949;361;138752;2083;22751;35480;12761;96563;67491;82159;26780;30938;24074;133970;117865;69345;31898;53196
1250;fail;fail;fail;16143;3477;fail;fail;fail;fail;11461;fail;44401;fail;fail;fail;fail;36408;fail;fail;fail;44159;fail;76195;40095;54240;fail;fail;24494;15663;1596;24248;70293;18074;fail;7011;12387;12733;238519;fail;191286;2230;141788;19511;87053;59109;15573;143293;88603;76723;714;85561;151559;26367;13507;100674;4224
1251;fail;fail;fail;fail;fail;fail;fail;fail;fail;47784;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;19699;36423;fail;97057;29059;96127;41119;fail;fail;31114;155455;269568;186615;45800;27032;317329;118676;20710;252225;1363;72949;85637;469408;41754;123918;36752;173619;70055;10781;67986;93735
1252;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;10533;fail;88472;fail;fail;fail;44413;4202;fail;fail;23139;fail;fail;74458;51202;37132;56326;fail;17922;fail;fail;fail;fail;fail;66324;138730;199388;34600;105286;10648;153467;21097;16281;8475;8872;56315;20429;41008;222843;84885;70323;35368;26197;168876;521295;32881
1253;fail;fail;fail;fail;fail;74303;fail;fail;fail;fail;49965;54827;71080;fail;fail;fail;43350;fail;fail;fail;fail;60669;20963;fail;fail;30179;fail;64563;55821;fail;15877;fail;67817;fail;68990;162104;250945;98663;2384;10208;51846;13115;42631;109423;707685;294014;11446;21334;144426;28354;53731;8055;7184;9840;105596;17661
1254;fail;fail;fail;19623;fail;69802;95165;fail;fail;fail;fail;27379;fail;fail;fail;fail;702;61083;fail;fail;fail;489;18694;28341;fail;fail;69759;45089;83205;64393;58244;84599;22015;4566;15492;57124;61039;99005;7862;23403;31955;155345;97849;1591;55379;329809;238279;29844;699053;82139;25349;70814;88672;108222;9283;5173
1255;fail;fail;fail;fail;fail;fail;fail;25;fail;5385;1505;fail;fail;4556;fail;31082;fail;fail;fail;fail;fail;15449;fail;fail;59069;fail;fail;fail;fail;fail;31428;fail;fail;fail;90395;95356;98639;3838;45984;13158;37505;230108;57418;115397;158045;26154;157956;52645;55037;87697;518202;307600;108215;165112;309121;88724
1256;fail;fail;fail;fail;29653;fail;fail;fail;fail;fail;19045;fail;20093;33986;fail;fail;fail;fail;fail;fail;fail;62782;fail;65811;63989;fail;fail;53440;17159;fail;fail;78630;36543;17406;3105;136615;100679;81361;30091;106204;66632;64807;20119;404193;197601;157416;99345;109216;147564;66624;118074;15925;15724;150830;39227;36967
1257;fail;fail;30231;fail;17151;fail;fail;fail;40329;22126;71233;fail;22471;fail;fail;fail;fail;18703;fail;fail;fail;35185;fail;1045;10178;fail;28245;32778;82871;42061;7886;14509;85926;764;fail;55844;382842;30767;51711;243738;303683;72442;70940;36941;7349;29471;40664;58207;54283;128852;21301;301124;53631;104958;49259;133943
1258;fail;fail;fail;9934;48609;18098;fail;fail;fail;fail;fail;fail;3734;fail;fail;fail;fail;56384;1707;fail;fail;fail;78786;10538;fail;7182;46964;52518;77602;fail;fail;fail;42736;fail;63662;51834;107464;66240;13610;35170;34318;40276;66197;122432;18426;167473;232055;265646;102569;143309;7537;47840;112133;29418;24339;57140
1259;fail;fail;3923;48917;46172;fail;fail;fail;fail;fail;fail;fail;fail;fail;7732;28786;fail;fail;39442;87937;fail;fail;fail;fail;81241;5562;fail;fail;7332;87485;25382;50179;52575;82420;7898;39160;13701;212345;39430;3209;fail;311518;67101;240286;110877;74992;5606;34555;1041;100436;100428;216548;5285;129980;100561;112269
1260;fail;fail;fail;fail;21757;fail;fail;fail;fail;fail;7092;fail;fail;fail;fail;fail;fail;fail;7175;815;fail;64385;15305;22760;fail;41071;46591;fail;49674;8803;14945;fail;76440;99031;fail;32770;44318;11002;233;86634;18562;110128;36310;577700;12055;391;51152;115030;15617;10905;39291;578448;22271;8458;68803;50236
1261;fail;fail;fail;fail;fail;fail;fail;fail;fail;7634;fail;82350;31523;fail;2222;fail;12848;26299;fail;26805;7108;20163;25856;fail;78696;49577;fail;fail;14856;fail;4127;27183;89586;fail;48481;20069;30113;68330;174477;154961;286569;62831;100125;67691;74131;48209;191664;1144;67622;206631;49175;7216;39151;246316;99930;5187
