;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0
3768;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;47554;2839;fail;346;3249;413;1184;5639;110;435;413;2606;540;499;697;253;710;515;623;230;469;754;424;1322;430;454;241;944;1192;1743;465;98;414;785;1202;882;351;1109
3769;fail;fail;10608;fail;fail;fail;fail;fail;fail;16937;6964;fail;fail;1055;494;810;602;1604;295;688;1918;221;624;262;345;468;1675;1675;379;485;259;324;151;1374;673;623;523;452;1155;741;927;181;1433;703;968;1046;253;1044
3770;fail;fail;fail;2733;38173;fail;fail;fail;10106;2471;fail;700;fail;fail;fail;fail;15537;fail;191;278;876;505;182;577;666;879;432;734;341;742;520;238;696;3719;659;894;293;190;1395;786;1079;711;430;846;525;863;640;519
3771;fail;fail;fail;fail;148;fail;fail;3492;38712;483;18459;7946;fail;3167;1086;549;633;1175;150;260;2764;1927;264;736;235;777;370;1677;359;680;364;500;845;792;487;614;649;702;1423;623;1298;1070;418;616;1755;956;491;200
3772;fail;fail;fail;28838;fail;fail;fail;fail;fail;fail;764;73270;fail;846;1018;145;fail;698;415;411;532;1171;257;627;210;394;613;825;1350;434;185;294;945;536;347;438;752;315;714;1471;890;525;452;569;376;997;881;373
3773;fail;fail;99734;fail;fail;fail;fail;1080;601;13379;314;2691;fail;785;44466;719;2871;83393;691;378;406;192;303;675;233;838;946;157;673;208;84;335;1047;1369;529;551;735;745;641;854;400;638;597;379;238;1562;548;295
3774;fail;fail;fail;fail;fail;fail;fail;fail;11502;468;27860;544;fail;fail;3219;9906;11901;559;268;575;394;884;504;647;107;670;508;732;185;277;590;359;1450;1437;319;843;669;717;618;960;531;492;88;907;1130;587;872;966
3775;fail;fail;187;fail;fail;fail;fail;fail;4143;1096;304;fail;320;35024;148;8968;7376;215;936;265;697;1415;753;455;523;703;524;2057;616;838;551;765;1147;1034;601;349;366;550;229;1867;405;585;412;424;805;1582;433;940
3776;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;2794;8901;fail;2454;fail;1030;2079;272;224;342;454;1246;268;469;275;555;960;1187;797;648;583;686;668;3585;1008;805;706;835;1027;476;527;492;561;1314;961;917;1111;475
3777;fail;fail;fail;fail;fail;fail;fail;930;3734;458;fail;2353;fail;fail;248;810;9664;931;440;235;802;764;587;300;450;807;126;786;168;446;455;656;1804;99;391;404;270;256;1039;875;182;357;893;970;961;210;454;568
3778;fail;fail;fail;fail;1971;fail;fail;fail;fail;59981;fail;fail;fail;1399;432;9222;10604;fail;133;679;946;983;616;345;169;300;834;887;368;225;254;182;985;808;488;716;507;1376;2567;1414;599;676;313;655;1277;845;772;707
3779;fail;fail;37770;fail;fail;fail;fail;fail;fail;5932;fail;19767;fail;192;4193;1271;543;594;577;242;1038;212;412;792;200;294;1379;874;552;402;516;400;514;664;383;687;311;858;682;1327;754;806;738;224;429;1809;841;429
3780;fail;fail;fail;fail;fail;fail;fail;fail;fail;43246;344;32265;fail;199;9597;239;7958;fail;407;595;877;639;174;327;344;294;926;1753;393;839;426;825;547;419;727;379;393;143;1360;1387;1567;1150;708;749;1999;1078;796;583
3781;fail;fail;fail;fail;fail;fail;fail;175;15634;1968;1529;51693;fail;347;3463;1450;535;29284;145;672;510;958;726;542;507;146;468;719;1129;369;539;466;298;1038;703;1003;270;219;5706;1509;553;1247;489;875;951;838;944;275
3782;fail;fail;1107;fail;fail;fail;fail;fail;1347;fail;fail;fail;216;203;30305;3183;8791;33845;181;825;2227;1761;736;739;337;410;1668;1032;330;86;312;551;862;956;201;259;962;663;873;638;703;420;681;1264;891;1416;1001;1535
3783;fail;fail;fail;12763;fail;fail;fail;fail;372;fail;327;fail;fail;2290;2754;710;5376;167;193;631;1239;331;651;401;193;153;324;896;816;796;494;548;366;912;248;205;453;341;527;677;472;740;773;2103;834;668;233;804
3784;fail;fail;fail;46818;5408;51;fail;fail;fail;137;fail;fail;fail;1554;18945;2534;199;1024;649;1516;947;693;589;1159;1115;272;574;1881;349;339;200;1249;669;357;817;917;528;441;794;976;620;289;1196;586;574;667;481;302
3785;fail;fail;fail;fail;fail;fail;fail;1463;6903;327;fail;1555;fail;1837;26007;2111;fail;9533;217;425;1292;922;566;775;95;1067;1171;2406;450;696;288;179;736;282;232;489;442;520;900;880;237;173;546;1434;2488;1258;1159;568
3786;fail;fail;fail;10155;fail;fail;fail;fail;36082;fail;1781;33;fail;5677;391;9388;1207;361;1077;1050;2499;1317;195;24643;280;529;587;661;149;557;641;457;800;868;525;209;597;689;995;1176;499;851;404;742;1483;1351;905;2146
3787;fail;fail;fail;54680;fail;fail;fail;1418;438;1594;60245;1291;265;3872;373;17982;68766;348;392;2612;566;971;346;928;316;462;184;921;601;454;542;297;1144;1152;669;448;349;572;572;2125;314;633;803;490;710;693;431;676
3788;fail;fail;1124;fail;1419;fail;fail;fail;1171;fail;fail;49285;fail;3999;424;3042;717;7572;fail;125;2875;1471;9861;358;694;843;702;610;640;317;743;775;1424;1979;532;505;610;707;676;352;473;317;647;584;673;275;627;497
3789;fail;fail;fail;fail;fail;fail;fail;482;fail;84554;1550;3280;305;6404;827;1449;143;7924;230;473;1002;1674;227;2555;451;606;455;272;450;1060;216;1249;706;1040;639;501;470;318;331;1267;429;360;427;1296;1862;1024;758;475
3790;fail;fail;fail;fail;fail;fail;fail;fail;fail;14996;701;1063;280;308;1328;149;11560;341;488;109;789;686;345;52676;247;536;1184;391;444;505;240;474;1106;340;393;278;529;1440;1023;1203;388;198;360;484;780;1387;2240;851
3791;fail;fail;fail;7039;71403;3655;fail;113;10067;39266;fail;85225;fail;435;fail;58244;343;fail;172;459;814;958;182;212;179;270;123;549;193;591;490;664;1064;1803;311;563;234;297;1579;1742;273;1291;240;928;1404;813;1016;630
3792;fail;fail;fail;46164;fail;83;fail;136;fail;92188;1794;3180;fail;3324;431;1405;96;1689;194;328;2294;1256;356;70;497;270;924;642;699;627;476;1142;1614;811;54;314;238;519;1447;542;359;905;346;180;1661;660;1290;547
3793;fail;fail;fail;fail;7;457;fail;fail;fail;31891;fail;7485;fail;1888;fail;865;fail;23801;175;388;44;964;281;820;255;860;2183;425;683;139;405;390;439;2313;1086;239;280;1379;1338;2055;307;622;848;981;1234;1817;679;402
3794;fail;fail;fail;5517;875;47829;fail;fail;fail;765;492;9978;291;174;3076;534;426;80;266;754;452;1823;219;585;154;805;1009;1120;424;703;367;319;1309;402;205;604;353;1308;1237;1888;586;847;449;574;281;546;700;356
3795;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;11112;fail;fail;1264;7751;73398;4658;196;572;1153;1095;14444;584;338;841;590;127;434;692;363;1143;676;1984;530;1538;692;250;686;1275;876;393;280;607;2547;1448;568;742
3796;fail;fail;107;fail;fail;fail;fail;fail;fail;fail;43151;1530;180;929;1147;6955;4957;17273;384;534;498;436;833;543;159;277;555;641;1035;430;464;373;377;458;218;548;137;567;556;107;498;644;133;2755;738;1139;259;873
3797;fail;fail;fail;fail;fail;fail;fail;3529;13822;35107;fail;fail;fail;4131;1190;10699;8341;23150;536;1573;599;3743;282;408;142;533;907;1960;127;146;730;408;421;468;1002;611;322;477;560;589;286;473;742;295;630;983;576;651
3798;fail;fail;fail;fail;fail;fail;fail;325;1711;fail;6886;fail;fail;289;2183;678;3483;10148;312;47;716;1010;378;235;537;413;1082;1061;951;685;608;449;740;1216;237;817;269;793;1156;983;445;308;874;289;1669;982;504;405
3799;fail;fail;fail;fail;fail;fail;fail;fail;77031;fail;fail;17571;242;724;7874;91;772;532;504;991;480;1398;736;939;235;1283;1279;806;1443;447;235;446;412;1236;672;587;371;528;1146;1189;356;206;500;1377;1539;1098;764;615
3800;fail;fail;fail;5133;fail;fail;fail;fail;51369;3376;1225;4700;fail;15614;7349;1161;5391;8583;650;808;553;1645;908;652;137;390;726;396;632;431;1316;882;1594;1030;1017;506;105;753;1700;533;445;358;558;1026;351;823;726;1036
3801;fail;fail;fail;fail;fail;fail;fail;fail;fail;288;4071;fail;fail;594;73617;585;1037;8906;74;438;385;222;301;348;630;301;659;2102;316;198;749;434;1262;751;1007;290;250;373;602;552;538;577;507;382;1555;385;1177;858
3802;fail;fail;3889;11283;fail;23281;fail;1877;16667;10631;fail;12711;fail;592;fail;fail;fail;70;739;619;41516;930;423;485;229;422;389;1316;333;52;537;537;1687;761;801;538;561;393;372;1462;441;175;443;1334;938;974;480;727
3803;fail;fail;91718;fail;fail;fail;fail;2621;fail;866;2880;59536;fail;3317;1144;fail;442;2414;311;465;729;958;270;145;313;965;2403;622;1105;291;273;595;1280;136;778;429;457;245;841;760;489;113;642;680;2862;2003;1305;937
3804;fail;273;fail;541;fail;2187;fail;fail;6132;30538;108;705;fail;3036;9441;44931;312;571;538;569;596;608;475;502;116;510;548;519;306;277;744;678;855;1132;485;235;352;952;709;614;235;770;490;560;895;836;807;148
3805;fail;fail;fail;fail;fail;39207;fail;fail;307;40729;86396;fail;fail;2885;6394;3265;277;5751;141;489;1118;717;254;1160;458;613;1197;298;446;381;425;402;524;1570;704;490;517;395;1282;726;333;479;856;1287;1146;1054;812;1113
3806;fail;fail;fail;fail;fail;fail;fail;583;26048;60287;135;782;fail;3420;994;1486;1094;3860;291;530;646;1596;223;754;169;319;819;982;793;279;437;336;175;1469;321;434;206;753;903;2166;673;525;1035;490;893;1306;884;521
3807;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;70815;fail;fail;212;fail;776;427;4252;507;1024;285;2101;610;869;302;594;1519;797;610;590;96;539;515;433;369;234;286;766;550;579;438;812;599;817;1540;1774;585;193
3808;fail;fail;fail;11962;fail;fail;fail;996;6822;2838;9271;fail;fail;fail;42181;4032;834;1868;340;901;366;3121;846;451;416;940;1115;356;401;387;298;828;563;579;492;248;194;242;447;1247;742;202;330;655;1134;415;290;394
3809;fail;fail;fail;fail;fail;473;fail;2435;291;2437;fail;53045;fail;303;403;3654;67476;80;965;1259;523;4496;1091;393;338;668;374;871;717;261;562;579;642;605;145;874;694;399;595;1240;103;583;629;607;847;631;519;1020
3810;fail;fail;fail;fail;fail;fail;fail;fail;861;92903;fail;4483;387;296;542;4161;281;505;170;352;729;499;274;300;203;382;892;263;332;534;402;196;843;179;246;390;523;428;774;188;398;1054;519;854;618;923;304;749
3811;fail;fail;fail;fail;fail;fail;309;550;48344;205;fail;2515;fail;253;6059;7611;23501;fail;179;508;1287;131;436;433;790;1757;240;601;1085;1230;606;637;584;677;448;381;469;717;1245;564;300;757;313;340;319;850;349;419
3812;fail;fail;fail;5566;6225;6095;fail;519;4638;24081;715;52998;fail;2856;39042;1956;1423;fail;186;230;1033;1756;1393;833;212;288;1652;517;162;278;351;428;250;178;108;202;474;352;1611;2238;569;596;74;1202;775;844;532;496
3813;fail;fail;fail;fail;fail;fail;fail;3107;73439;248;454;fail;204;fail;fail;33349;3443;226;368;562;797;1212;802;227;325;450;1463;455;453;673;550;434;256;434;683;636;201;600;858;485;996;115;688;1097;908;765;261;519
3814;fail;fail;fail;fail;fail;fail;fail;fail;fail;12650;fail;fail;fail;fail;865;963;3571;956;1043;780;1106;1439;207;205;306;580;659;1224;439;206;606;572;618;2394;331;634;473;952;1813;655;240;234;848;484;964;1302;504;1168
3815;fail;fail;fail;fail;fail;fail;fail;6109;51076;6801;83028;62490;fail;196;368;43248;1003;1518;454;923;1045;880;534;255;260;557;363;267;520;985;382;217;1293;501;740;592;296;853;111;1222;487;508;300;366;1786;764;971;692
3816;fail;fail;fail;423;29696;42944;fail;3424;fail;14653;11939;fail;fail;689;68291;1945;18764;4994;579;314;1178;845;732;416;333;491;274;1795;1078;1007;434;658;1325;332;537;482;292;1131;825;2075;1093;580;473;706;1309;1434;327;628
3817;fail;fail;fail;12862;fail;fail;fail;213;3158;28994;30030;fail;fail;fail;fail;4203;29425;283;143;766;1427;3073;14790;16839;391;555;1991;591;269;1208;276;660;361;974;466;373;573;576;825;704;451;209;616;1784;1265;1748;1322;1146
3818;fail;fail;fail;fail;fail;fail;fail;fail;fail;33953;fail;1126;354;3101;145;510;14518;1052;389;406;765;1344;356;438;404;2187;281;1415;424;552;525;457;352;155;940;605;421;851;787;766;730;591;151;676;842;935;1161;553
3819;fail;fail;fail;15698;fail;4184;fail;fail;fail;81803;fail;fail;fail;1290;1304;838;1518;8067;251;1335;373;3452;307;321;351;319;964;1192;189;508;541;1007;1243;1314;641;515;416;524;466;692;445;613;970;816;767;1282;886;442
3820;fail;fail;fail;1341;fail;fail;fail;fail;fail;fail;fail;8076;fail;fail;11149;522;4476;997;396;1280;761;679;118;352;157;329;513;789;383;751;583;529;774;1464;578;777;118;470;220;2926;666;470;621;785;770;1548;867;354
3821;fail;fail;fail;fail;fail;fail;fail;fail;fail;708;166;5891;fail;387;22710;fail;179;500;244;689;1049;577;284;187;478;409;700;1320;803;317;487;545;1140;1162;311;453;647;847;1311;707;181;1419;467;558;777;1252;157;587
3822;fail;fail;fail;fail;fail;fail;fail;10832;95333;fail;fail;fail;349;372;262;5972;fail;452;326;635;909;744;205;224;906;259;960;949;660;696;614;547;233;1088;638;379;280;1187;727;1769;710;360;754;517;1303;1133;559;1302
3823;fail;fail;fail;fail;fail;fail;fail;1599;1770;6685;1048;66805;594;304;660;13751;4622;3920;123;119;1122;1188;511;520;668;245;466;1268;339;856;374;104;906;546;465;270;386;374;612;854;724;733;360;788;1253;787;372;304
3824;fail;fail;fail;fail;fail;fail;fail;fail;fail;6119;940;126;fail;286;646;2247;238;645;230;784;443;835;455;233;619;243;743;875;251;207;502;611;1229;519;484;846;868;672;1084;1681;199;216;947;589;1505;1096;527;222
3825;fail;fail;fail;fail;3524;fail;fail;fail;408;53136;581;93;96;106;5923;570;560;943;fail;331;392;88;11352;364;878;569;1187;555;170;838;465;167;970;1621;194;257;373;724;170;320;426;593;759;641;685;739;495;826
3826;fail;fail;fail;fail;fail;fail;fail;fail;fail;65548;fail;fail;156;4111;3878;530;6270;746;371;307;4103;1246;1393;276;320;681;668;690;596;773;196;376;1031;1800;474;459;513;311;1319;601;267;491;314;454;727;854;217;612
3827;fail;fail;fail;fail;fail;fail;fail;236;644;2423;37795;73941;215;718;12772;966;722;2125;438;464;898;829;761;635;567;572;1671;886;394;505;109;439;1172;283;432;915;443;592;628;389;422;655;729;203;881;725;648;725
3828;fail;fail;fail;fail;fail;25460;fail;fail;9396;fail;fail;17815;fail;313;fail;6384;545;58944;178;883;409;1484;171;1125;237;676;1094;1046;332;512;218;756;645;493;404;461;577;964;1165;652;378;441;419;642;1340;1593;498;170
3829;fail;fail;fail;10622;2329;2107;fail;167;fail;fail;7159;11318;fail;10410;737;1943;19731;3506;176;669;4523;901;1173;873;287;464;608;4172;279;390;209;1015;432;349;561;170;429;1157;371;728;249;673;476;2733;441;2982;505;1641
3830;fail;fail;fail;fail;fail;fail;fail;fail;34009;fail;fail;37828;fail;480;10027;11789;392;fail;177;892;1072;2918;416;1142;371;1072;867;1469;517;1446;165;337;569;436;354;471;357;634;918;1584;375;333;442;769;1064;1110;252;480
3831;fail;fail;fail;fail;fail;fail;fail;660;fail;4745;11002;81038;fail;fail;841;3981;227;624;360;422;1374;36359;399;374;287;629;386;580;483;491;364;422;1656;673;785;144;671;359;996;364;1056;518;624;670;506;733;563;811
3832;fail;fail;fail;10335;fail;fail;fail;3059;2163;2552;31;fail;fail;11883;3545;9259;1271;88;355;839;657;819;690;166;465;818;673;869;1024;666;296;248;1012;433;582;345;261;651;640;974;322;102;775;743;520;1467;846;315
3833;fail;fail;fail;fail;fail;fail;55;2570;2525;3029;172;fail;fail;2638;276;548;29338;fail;386;286;1078;920;694;136;197;579;743;1390;987;255;758;469;936;551;158;481;337;256;1040;722;712;550;389;1118;317;599;305;679
3834;fail;fail;fail;52857;fail;fail;fail;fail;78520;fail;74508;37170;fail;136;256;1164;13451;1382;339;300;848;1493;524;1854;491;1875;3276;508;149;470;599;1525;163;1252;854;715;233;714;695;223;529;543;592;610;806;855;412;359
3835;fail;fail;19419;fail;fail;fail;fail;fail;fail;976;28791;fail;fail;2914;1438;661;36062;52;422;403;744;957;408;515;666;383;389;770;2326;666;172;834;852;1671;178;647;710;364;704;213;502;329;213;709;826;1589;618;535
3836;fail;fail;fail;fail;66696;fail;fail;fail;fail;61674;fail;4333;fail;fail;fail;fail;fail;10330;87;385;480;969;280;437;406;387;421;1157;605;317;247;587;74;1034;672;571;312;880;796;749;237;202;524;279;982;658;309;362
3837;fail;fail;27718;26330;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;15293;40848;36996;15681;169;518;834;449;587;537;485;44;503;2684;357;1809;89;779;1216;1463;196;261;303;1172;848;875;768;453;617;1049;1617;963;882;588
3838;fail;fail;fail;98;34871;6859;fail;781;9241;98667;36761;35554;fail;1544;50432;3401;1464;517;1289;649;1032;1018;521;404;382;452;692;463;532;566;400;488;1561;730;301;977;548;992;769;1271;900;534;645;647;1302;909;452;330
3839;fail;fail;fail;96453;fail;fail;fail;259;2744;2336;1408;78052;82;561;5159;2328;940;10561;396;478;1070;855;772;552;248;515;135;454;106;852;27;392;215;1054;372;575;453;532;747;1052;495;558;214;1003;992;393;583;270
3840;fail;fail;fail;fail;fail;fail;fail;fail;5475;40075;fail;fail;fail;687;368;643;224;49098;482;1873;4346;428;702;826;203;1049;675;1801;450;808;416;494;447;2640;358;414;324;299;1139;613;1150;603;925;592;1253;1156;1396;503
3841;fail;fail;fail;fail;fail;fail;fail;fail;5460;4536;18329;106;290;293;1059;36531;315;1190;614;469;537;608;312;759;207;145;737;2646;453;1008;243;724;876;514;467;702;426;376;782;2057;213;441;697;421;945;722;772;417
3842;fail;fail;fail;fail;fail;fail;fail;fail;4686;2562;6683;88343;fail;fail;4282;fail;fail;748;1100;416;1092;1392;209;1207;192;1388;330;443;271;637;347;408;1168;1055;607;121;301;654;958;677;847;449;269;673;1763;736;536;190
3843;fail;fail;fail;fail;40083;779;fail;fail;fail;fail;fail;fail;fail;673;4626;1210;170;892;109;205;456;606;509;105;404;499;277;1362;591;612;168;303;418;531;766;631;477;935;781;639;999;510;317;739;1032;1123;627;758
3844;fail;fail;fail;fail;fail;fail;fail;1675;fail;43617;92844;6254;fail;5541;10314;261;21494;612;276;261;1514;153;373;661;200;1022;561;347;422;308;386;354;1120;632;624;539;118;437;162;3289;585;414;1075;113;1086;1143;437;363
3845;fail;fail;fail;fail;fail;48452;fail;991;fail;4619;2526;68079;fail;25510;5914;689;fail;80975;116;514;706;340;1124;159;551;280;355;1891;273;236;176;370;1105;1328;416;569;149;559;3007;1302;370;468;430;556;555;1111;563;260
3846;fail;fail;fail;fail;fail;fail;fail;fail;fail;406;fail;8430;fail;437;411;553;743;453;1107;277;758;679;435;295;443;520;827;579;498;404;373;815;1179;670;663;319;466;815;1328;1125;309;206;327;1437;802;1368;780;633
3847;fail;52;fail;fail;38697;fail;fail;fail;5318;3700;fail;fail;fail;31;487;2425;780;3581;107;365;41238;2520;614;215;377;498;1016;721;345;867;295;138;1023;1348;329;564;558;925;328;1062;395;543;278;416;682;1583;542;607
3848;fail;fail;fail;fail;fail;fail;fail;2640;fail;1518;3195;fail;77;219;327;15281;11453;303;199;475;636;206;545;657;166;410;870;605;291;552;461;761;386;1259;986;292;819;724;542;1039;589;819;261;827;1051;804;1027;756
3849;fail;fail;fail;614;fail;fail;fail;2071;fail;14409;fail;fail;fail;22515;fail;22907;32457;21235;622;274;208;705;854;522;261;996;556;1332;485;688;140;606;1155;572;426;372;326;315;1091;1111;620;597;734;661;617;855;1125;793
3850;fail;fail;1746;fail;fail;9904;fail;fail;1703;7116;3895;36829;fail;3713;6822;50258;1375;813;598;579;1152;1204;341;306;586;2510;663;938;99;875;264;739;1321;1070;248;262;203;194;1072;1137;611;651;267;744;1031;1362;542;870
3851;fail;fail;fail;fail;fail;fail;fail;fail;fail;1094;70;1756;400;fail;fail;fail;fail;592;279;1048;665;537;137;579;217;1085;314;888;297;470;436;740;1117;812;124;510;277;727;925;1237;384;327;432;1109;3087;853;867;757
3852;fail;fail;fail;fail;fail;fail;138;fail;fail;5445;3566;fail;fail;3454;7797;fail;11407;523;643;383;1317;2152;262;52;207;718;149;295;170;745;1011;909;1066;2401;483;255;410;448;410;1503;240;714;524;562;1476;2176;613;530
3853;fail;fail;fail;fail;fail;53921;fail;3631;182;162;12142;3634;fail;13365;453;48825;754;41358;562;644;641;786;513;374;257;1424;863;429;787;280;468;750;817;264;373;247;713;296;1019;656;777;670;768;394;964;883;1229;418
3854;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;30268;148;1158;1035;928;4867;304;fail;1890;1254;497;1193;549;192;531;1688;184;400;453;329;345;1413;328;6;627;509;636;1232;803;585;369;1033;648;951;1015;344;328
3855;fail;fail;fail;fail;fail;2241;fail;fail;fail;fail;fail;fail;fail;273;2390;616;fail;fail;315;319;371;553;600;602;181;145;406;1114;574;469;166;399;847;1525;448;759;634;1928;695;1520;663;289;659;785;1041;1001;194;674
3856;fail;fail;fail;304;26020;fail;fail;fail;7546;fail;2218;410;161;495;200;978;2123;922;147;426;364;298;605;435;346;691;1063;366;721;360;426;451;928;1054;537;656;362;737;851;910;280;429;1039;487;944;1148;683;588
3857;fail;fail;fail;32550;fail;fail;fail;fail;fail;fail;912;fail;fail;180;1026;790;521;2597;372;1735;1446;552;1228;353;270;270;898;871;685;257;526;1272;730;849;899;611;150;443;579;735;349;1083;466;763;1404;1320;948;1318
3858;fail;fail;fail;fail;77177;fail;fail;463;fail;fail;fail;fail;426;10253;412;389;4422;fail;327;384;300;509;321;145;508;1114;409;912;414;158;260;738;530;1355;277;480;709;423;869;961;771;426;385;596;1978;981;596;742
3859;fail;fail;fail;fail;fail;fail;fail;171;2358;fail;fail;fail;fail;fail;1438;21759;fail;1772;334;415;387;1494;243;189;464;494;876;578;581;571;454;759;1190;623;517;458;222;1148;454;951;412;428;513;1049;891;1352;348;545
3860;fail;fail;fail;3343;fail;8590;fail;fail;7870;2622;4585;1707;178;267;718;307;393;fail;1073;415;467;470;6898;573;322;297;593;743;252;439;358;204;760;982;851;524;568;1134;1388;844;811;1013;982;401;799;859;648;387
3861;fail;fail;41485;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;2435;4492;4016;363;287;157;454;312;704;434;436;467;702;662;678;999;940;316;724;1103;1775;614;517;357;298;1066;953;468;199;642;652;1017;859;683;666
3862;fail;fail;369;fail;fail;74397;fail;fail;7399;91342;4838;fail;292;202;5183;18872;1799;1152;674;369;993;3872;215;609;348;196;1486;383;552;396;298;104;597;1120;451;77;282;828;1075;996;347;257;394;591;1913;2099;603;506
3863;fail;fail;34515;fail;fail;fail;fail;391;fail;fail;fail;fail;fail;302;3165;1059;573;32371;262;1292;587;1414;678;298;599;653;651;1263;915;474;359;202;647;1682;395;299;554;386;444;1346;326;550;860;803;1206;1198;492;638
3864;fail;fail;48863;fail;fail;91070;fail;fail;fail;268;fail;55000;503;430;fail;1546;266;fail;159;405;662;147;514;994;526;211;604;578;465;340;400;954;420;746;538;399;261;595;490;470;208;263;634;719;496;893;864;716
3865;fail;fail;72637;fail;fail;fail;fail;4479;fail;11980;12779;310;200;211;82596;fail;899;2190;257;376;659;709;1164;339;196;257;460;572;478;336;327;175;443;416;706;376;370;629;401;1380;639;468;214;336;641;266;968;537
3866;fail;fail;fail;fail;fail;fail;fail;fail;40787;1106;5418;85287;fail;1688;6050;258;12575;4970;659;498;525;753;4301;623;316;1514;928;2087;1092;1129;191;689;554;983;763;157;389;1541;694;1532;396;1985;376;919;1197;669;505;504
3867;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;300;fail;5619;fail;685;246;252;317;1381;1332;191;160;433;281;511;2500;355;1050;402;706;782;609;533;283;347;350;271;1100;653;657;729;1532;663;302;558;939
3868;fail;fail;fail;fail;fail;fail;129;fail;956;2731;640;fail;fail;1038;10277;10867;3889;662;372;194;992;1037;391;665;219;413;429;1163;396;226;798;737;292;1361;398;1245;646;175;691;1662;561;654;810;545;316;1034;1092;584
3869;fail;fail;fail;201;fail;8557;fail;fail;fail;fail;7044;fail;301;1302;6171;1132;151;352;985;171;198;475;129;611;744;885;684;1507;690;564;864;215;734;3727;405;472;305;199;1383;1067;873;143;324;704;339;940;832;1208
3870;fail;fail;fail;fail;fail;17476;fail;169;fail;fail;1081;92;358;3570;341;5969;303;18611;251;445;354;466;295;277;488;487;951;419;610;248;506;678;943;522;421;506;714;1018;526;647;1319;212;565;756;1705;611;143;455
3871;fail;fail;fail;fail;fail;fail;fail;fail;10659;fail;fail;fail;473;1020;470;247;5018;34452;1249;1231;265;2633;856;525;211;463;362;1211;259;374;275;924;1539;862;521;766;257;558;1320;1710;378;664;751;601;2007;2041;423;1996
3872;fail;fail;fail;27942;fail;fail;fail;fail;fail;fail;37495;7716;fail;14940;10684;560;fail;2869;437;452;1189;398;413;391;508;810;919;724;193;622;453;500;241;280;221;482;392;482;633;567;595;470;1158;379;1252;2884;485;594
3873;fail;fail;fail;568;31251;fail;fail;fail;fail;555;fail;548;fail;5098;19300;41348;4945;211;fail;517;1505;1218;1744;990;492;691;320;541;323;450;88;771;1074;750;789;68;408;245;1271;689;833;413;487;504;530;951;389;660
3874;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;536;fail;fail;2404;1485;fail;151;1084;207;675;471;1005;515;948;237;832;574;915;622;318;323;436;743;320;391;552;313;557;1733;284;758;648;860;429;847;1039;340;967
3875;fail;fail;23485;fail;fail;fail;fail;fail;fail;6003;30220;fail;fail;363;1309;510;260;24224;399;611;1123;563;527;143;498;797;1571;1073;399;494;151;718;516;667;867;501;602;623;403;1771;749;1030;475;775;549;246;869;721
3876;fail;fail;fail;fail;fail;fail;fail;fail;854;4986;1478;1371;fail;fail;13430;38683;fail;7425;793;313;2672;1202;380;148;262;433;835;1236;123;546;454;716;544;471;632;208;671;737;1403;686;988;918;509;1016;1248;1407;691;1106
3877;fail;fail;fail;fail;77347;fail;fail;fail;fail;fail;fail;26123;107;586;515;911;6440;fail;192;687;4088;1357;914;495;208;429;1580;1274;335;703;586;735;596;474;409;255;525;670;1065;1382;325;393;595;145;286;1126;702;874
3878;fail;fail;fail;fail;fail;fail;fail;1003;fail;13598;fail;2265;169;1184;4999;4603;2864;502;568;437;459;1280;249;959;128;145;429;756;404;803;261;1155;729;1668;257;294;838;545;564;739;356;714;834;693;1431;1826;368;798
3879;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;87508;876;fail;296;422;94;11423;fail;258;1283;761;1124;353;375;339;616;1301;480;835;274;134;561;1305;619;425;318;155;1084;1533;816;529;443;437;429;1029;1012;687;591
3880;fail;fail;fail;fail;fail;69296;fail;152;fail;1041;fail;127;500;fail;134;765;405;4783;186;864;1264;1134;296;501;228;532;480;273;366;684;249;339;775;762;588;307;199;511;1087;932;373;479;520;519;1355;807;540;430
3881;fail;fail;48176;1662;8177;fail;fail;165;252;3898;221;552;262;923;43364;5499;1384;142;819;268;3094;1249;1549;561;558;102;612;415;241;572;349;430;1091;381;473;449;611;1099;568;1196;434;508;250;695;505;1619;993;945
