;RLS-R2;EA2;pmut3.25
7549;547;6021;275
7550;1040;807;2054
7551;531;9756;1025
7552;3863;4709;397
7553;2430;3421;664
7554;3532;888;822
7555;509;3990;3652
7556;3381;6331;440
7557;275;1378;1645
7558;365;271;152
7559;1011;14863;672
7560;165;4224;234
7561;344;515;311
7562;1849;5308;1717
7563;320;279;571
7564;180;445;412
7565;1743;34291;729
7566;4318;514;1926
7567;7138;1421;1917
7568;587;596;3013
7569;3230;4753;11259
7570;2048;2510;1083
7571;6722;10432;26238
7572;160;428;2661
7573;401;1689;382
7574;970;170;336
7575;95;11071;1072
7576;1453;3207;714
7577;910;2688;1449
7578;6917;107;940
7579;587;9085;440
7580;4511;1781;2907
7581;1001;2591;215
7582;258;2810;1136
7583;921;14820;5395
7584;167;7300;3167
7585;17182;3792;3081
7586;420;5840;3650
7587;3341;382;4876
7588;1051;1448;436
7589;861;497;3288
7590;695;220;264
7591;3205;5757;1439
7592;1012;5898;887
7593;1892;1134;1004
7594;1325;399;53
7595;1059;1543;1310
7596;1282;3037;195
7597;743;2875;2468
7598;1188;3344;1101
7599;2384;134;1601
7600;6439;644;2685
7601;97;8737;5016
7602;2181;3343;1286
7603;1232;167;1194
7604;1033;1688;1026
7605;2407;2058;2363
7606;2933;1912;273
7607;927;485;926
7608;536;4314;152
7609;2252;3096;1181
7610;519;7727;1543
7611;1613;2147;2586
7612;3782;5518;1622
7613;180;1992;2231
7614;354;835;730
7615;9103;1068;214
7616;228;4166;384
7617;1434;4832;449
7618;2874;956;2253
7619;719;1868;3578
7620;589;277;629
7621;1778;1104;12667
7622;2380;1948;2306
7623;382;1919;45
7624;833;1108;1298
7625;1525;1169;931
7626;334;1010;1494
7627;767;3149;352
7628;8286;2563;2234
7629;1133;1368;722
7630;1065;1350;1419
7631;6188;1539;11441
7632;112;3257;398
7633;1667;2910;2048
7634;9386;863;357
7635;9789;1694;975
7636;1127;5858;5533
7637;323;7815;821
7638;4007;4984;590
7639;6873;22565;4819
7640;515;705;44
7641;784;1012;1478
7642;1716;7499;8060
7643;3668;318;1149
7644;174;888;139
7645;812;169;4188
7646;357;15616;704
7647;1735;2158;1472
7648;211;4150;225
7649;663;1485;612
7650;2909;1328;881
7651;3231;4137;3585
7652;1847;1204;2735
7653;522;1782;440
7654;3408;299;2558
7655;748;3207;3164
7656;42;10290;2572
7657;383;6019;716
7658;1225;1782;241
7659;8006;1920;1284
7660;344;526;1143
7661;914;5718;2133
7662;4184;6743;1940
7663;1415;1515;137
7664;10922;3091;687
7665;2693;64;1465
7666;934;185;905
7667;172;412;669
7668;5233;4873;1688
7669;136;758;839
7670;1456;704;1611
7671;4850;1676;5901
7672;342;436;787
7673;453;2064;363
7674;3407;2644;637
7675;1777;2630;2935
7676;432;783;450
7677;825;4311;453
7678;201;1788;1352
7679;1539;7868;3747
7680;279;765;240
7681;751;3756;3515
7682;2157;729;1874
7683;1922;1257;850
7684;2341;1985;17198
7685;6612;5693;390
7686;1011;4294;5445
7687;4832;3883;3556
7688;571;5675;703
7689;1112;2457;5367
7690;1474;1429;5923
7691;507;5545;410
7692;1451;1621;1622
7693;1515;2002;6196
7694;4918;321;195
7695;1562;3061;306
7696;1136;2320;1526
7697;593;3395;6412
7698;181;3053;1911
7699;5128;19825;3692
7700;175;6665;916
7701;1764;2322;436
7702;1647;2216;276
7703;2076;3108;207
7704;3784;2167;3781
7705;2471;1012;2162
7706;5601;2369;824
7707;1448;4289;1071
7708;673;9258;2040
7709;554;1476;436
7710;1904;74;416
7711;947;3239;44
7712;6294;10230;335
7713;1553;2530;1464
7714;2249;5128;1238
7715;3785;1395;375
7716;3875;439;866
7717;1793;107;6852
7718;8156;15486;2296
7719;2298;3839;932
7720;1262;1383;2022
7721;2253;624;15731
7722;4226;638;3088
7723;617;2257;3114
7724;2034;5127;1647
7725;8827;2898;1482
7726;341;1417;187
7727;2008;1709;2337
7728;1387;1354;656
7729;361;2055;4108
7730;2938;1949;2558
7731;857;6592;599
7732;760;252;4174
7733;2759;7060;4646
7734;408;2851;678
7735;820;788;3832
7736;9527;3218;4038
7737;652;1160;266
7738;1724;4099;2894
7739;6524;7075;5720
7740;1770;1124;2567
7741;43;1844;1937
7742;3031;4000;5200
7743;313;338;522
7744;3566;992;472
7745;5476;1807;372
7746;2094;339;2273
7747;414;4053;1119
7748;991;2337;2627
7749;22615;1439;2359
7750;257;13708;422
7751;1865;428;527
7752;2330;2213;1263
7753;10158;2219;4272
7754;4418;4580;1044
7755;2632;722;819
7756;456;903;1560
7757;571;8034;2235
7758;3070;5253;4443
7759;1689;1454;2634
7760;848;1416;3093
7761;1278;5947;207
7762;553;1573;127
7763;1179;1905;676
7764;193;527;289
7765;2879;3860;5521
7766;775;139;1249
7767;2283;4871;564
7768;916;921;1847
7769;4185;2246;1870
7770;1023;7734;2527
7771;1718;19403;8217
7772;747;362;75
7773;104;2138;713
7774;1153;2688;5830
7775;1477;2035;406
7776;8300;5382;1386
7777;285;1149;10155
7778;2790;7170;4389
7779;409;4340;717
7780;2907;2086;5123
7781;811;256;8792
7782;558;549;906
7783;796;1668;324
7784;2515;2372;911
7785;2282;4524;4758
7786;5918;1591;292
7787;604;674;756
7788;1572;1853;495
7789;1026;1839;1366
7790;1593;4805;1594
7791;639;2708;495
7792;2889;535;1475
7793;3232;5247;4573
7794;2108;2388;2120
7795;455;317;333
7796;3682;1754;326
7797;2642;592;454
7798;2885;407;1400
7799;333;1024;271
7800;68;1745;2527
7801;1867;7051;114
7802;5636;1302;863
7803;2000;1576;2626
7804;1189;10224;698
7805;2881;6420;2795
7806;27;1237;208
7807;869;758;1679
7808;813;838;1333
7809;229;1478;677
7810;250;3137;1335
7811;166;313;778
7812;2858;229;1727
7813;2483;3278;14787
7814;9220;2984;1931
7815;4259;515;1398
7816;1135;836;20972
7817;4942;2655;208
7818;1995;4914;1051
7819;920;1385;1283
7820;6354;23864;1496
7821;2106;944;2046
7822;4328;2553;559
7823;4452;3054;985
7824;1835;290;139
7825;1831;2494;377
7826;1446;1324;1760
7827;2697;1392;7754
7828;2090;1365;238
7829;967;1139;2907
7830;403;4693;3849
7831;705;3010;1911
7832;458;1516;8425
7833;1975;3064;5373
7834;151;2610;264
7835;84;2067;209
7836;1697;4966;796
7837;1818;753;665
7838;1812;1780;3210
7839;1557;281;2244
7840;426;3635;841
7841;444;2299;174
7842;344;1292;6992
7843;4250;13101;10847
7844;734;1826;1076
7845;1696;1799;2125
7846;136;3853;157
7847;579;4217;5714
7848;1377;5258;1528
7849;325;1415;1278
7850;7675;1243;2828
7851;1734;4912;1525
7852;1133;2846;924
7853;1506;2165;89
7854;3744;1328;680
7855;1157;542;1434
7856;244;265;886
7857;668;605;970
7858;252;1662;1314
7859;2244;1389;6953
7860;3161;531;1097
7861;4851;706;83
7862;1323;155;884
7863;3298;9373;3174
7864;1751;5098;1484
7865;4351;9015;2807
7866;749;6257;982
7867;1371;6067;15217
7868;561;307;637
7869;3462;1038;929
7870;220;1765;509
7871;856;28159;2163
7872;9405;1444;2321
7873;4761;7470;1723
7874;1188;4007;1243
7875;8511;2630;309
7876;696;384;329
7877;5789;4813;535
7878;2535;5204;1159
7879;4069;117;2302
7880;3073;5034;4477
7881;3412;4574;300
7882;883;6013;2399
7883;4462;6619;513
7884;2875;628;1398
7885;972;819;501
7886;1263;91;329
7887;387;3617;7283
7888;1607;1281;2464
7889;2668;370;525
7890;2872;3666;2629
7891;9589;4121;1105
7892;2512;4072;169
7893;572;2244;2677
7894;5472;3767;585
7895;1457;1303;5965
7896;1571;784;1050
7897;276;190;1851
7898;341;9010;7207
7899;744;1194;350
7900;5502;1494;3060
7901;4928;4650;489
7902;933;14026;1421
7903;1279;1513;2465
7904;1752;243;350
7905;653;1842;1552
7906;35;2687;2166
7907;1408;1008;1159
7908;670;5133;161
7909;3520;5224;3131
7910;799;7684;2705
7911;272;315;1156
7912;9002;6844;9400
7913;3481;767;2844
7914;410;2800;4840
7915;3323;6574;3318
7916;279;1322;375
7917;77;2367;4263
7918;1568;1143;985
7919;3474;2502;2154
7920;2462;536;5138
7921;251;583;618
7922;641;2678;173
7923;911;617;2036
7924;759;2823;455
7925;878;1623;987
7926;553;5053;512
7927;1078;73;754
7928;1200;9315;197
7929;297;1313;906
7930;657;3477;2431
7931;121;1229;1470
7932;543;443;1264
7933;210;119;1519
7934;3557;7120;845
7935;1230;2016;949
7936;4681;12526;1982
7937;3248;3296;485
7938;1261;4429;1530
7939;1181;1377;927
7940;2580;1412;465
7941;2525;3273;6668
7942;783;1620;1544
7943;342;688;1708
7944;2335;1393;255
7945;2231;902;1975
7946;335;743;459
7947;1005;1726;985
7948;464;3260;1186
7949;4687;4028;316
7950;3204;7030;2988
7951;993;3010;4779
7952;8033;444;2565
7953;11574;3428;2335
7954;2457;205;431
7955;1239;1832;962
7956;4375;1676;8039
7957;499;1109;3409
7958;29;814;832
7959;2945;2073;430
7960;1759;2157;3048
7961;590;3869;461
7962;3688;1206;1508
7963;8889;11666;5137
7964;1865;226;934
7965;6610;4202;866
7966;5776;7159;301
7967;1772;1012;2695
7968;124;2134;2088
7969;5998;3233;519
7970;1503;128;357
7971;1605;1518;385
7972;474;5376;646
7973;5400;4637;3116
7974;520;4570;898
7975;2191;3243;4234
7976;1553;228;1080
7977;1732;5263;1801
7978;1568;481;888
7979;4377;765;1317
7980;2389;1776;369
7981;1626;627;5378
7982;1259;2719;2758
7983;376;1258;2115
7984;568;146;4888
7985;16142;1805;10726
7986;4889;918;202
7987;274;965;466
7988;440;4505;324
7989;2489;2284;98
7990;1396;2114;3542
7991;1739;1321;449
7992;6810;1791;979
7993;270;8401;2201
7994;393;935;67
7995;2249;191;326
7996;1822;1022;3458
7997;1118;1815;3442
7998;699;500;204
7999;80;188;437
8000;154;427;3914
8001;1202;429;4043
8002;1319;868;1889
8003;4492;294;1306
8004;2592;2877;1379
8005;1220;2574;2558
8006;950;1297;815
8007;1207;7498;3585
8008;4658;1716;5520
8009;2410;227;1250
8010;4896;2043;2835
8011;3047;3315;751
8012;3453;631;1313
8013;1525;477;628
8014;9812;766;4390
8015;309;579;714
8016;957;3178;3498
8017;664;21371;2220
8018;3682;3261;2519
8019;1654;3024;1849
8020;484;532;143
8021;633;460;537
8022;1791;3121;2940
8023;4350;13384;1790
8024;1451;115;769
8025;354;263;321
8026;2817;841;5414
8027;448;3831;4099
8028;189;2968;5726
8029;614;1988;911
8030;659;2824;5022
8031;655;1135;2314
8032;2349;1958;920
8033;697;445;105
8034;263;722;1820
8035;186;1860;595
8036;2770;4650;2613
8037;2313;6702;4290
8038;976;62;11141
8039;10729;5548;1638
8040;5897;7229;2528
8041;5515;1055;940
8042;4432;1918;4225
8043;2935;1862;1461
8044;325;759;1089
8045;1051;4055;7662
8046;166;679;919
8047;1522;493;842
8048;7299;3508;259
8049;2205;12490;2521
8050;1201;851;3605
8051;2733;7769;1078
8052;6961;5948;87
8053;2730;592;812
8054;592;865;180
8055;472;10300;2033
8056;774;2450;2257
8057;1168;466;1321
8058;8916;2844;1506
8059;4552;7522;1284
8060;1508;642;1127
8061;1714;8268;13203
8062;683;3865;1564
8063;1290;3960;1402
8064;983;350;884
8065;150;335;6808
8066;994;1263;1062
8067;2114;15287;5778
8068;111;2227;1244
8069;1663;605;963
8070;1075;188;2036
8071;867;3608;548
8072;1619;2125;966
8073;885;2484;3208
8074;221;884;3523
8075;1926;2460;757
8076;316;139;903
8077;833;8067;3775
8078;1494;427;5053
8079;10251;959;714
8080;1136;1387;556
8081;1569;1743;5584
8082;1923;1631;2353
8083;783;1267;1357
8084;1364;2029;4109
8085;1631;1789;486
8086;258;253;1821
8087;866;1315;625
8088;5183;2671;4197
8089;3273;4113;9681
8090;5648;1843;4344
8091;2193;2797;222
8092;1977;3289;277
8093;6925;1387;1906
8094;1773;5059;1803
8095;1163;856;477
8096;1776;2046;1271
8097;4477;7705;1941
8098;1779;3453;2225
8099;3023;1662;2744
8100;2213;888;8126
8101;1930;841;531
8102;102;1728;1011
8103;414;110;2684
8104;1385;3798;568
8105;1128;71;584
8106;385;6773;385
8107;289;4177;320
8108;303;544;833
8109;1746;2467;1021
8110;650;4387;1697
8111;654;2393;2474
8112;2776;3510;5029
8113;1070;1930;400
8114;1960;345;265
8115;1458;291;4021
8116;1430;1317;629
8117;2340;3607;1894
8118;3043;208;558
8119;1244;3085;1244
8120;436;6904;60
8121;98;1212;396
8122;256;474;660
8123;1228;3444;12501
8124;1434;649;1801
8125;627;2261;754
8126;9293;340;973
8127;1943;1368;2003
8128;349;749;1369
8129;711;128;650
8130;1112;1707;1223
8131;2124;1097;157
8132;1084;7418;688
8133;3648;13494;3512
8134;2095;1606;1533
8135;264;470;558
8136;3527;4523;2633
8137;1331;1920;655
8138;1755;585;709
8139;1554;2452;1288
8140;2422;5477;618
8141;5566;1859;8410
8142;5126;1860;15139
8143;4115;1111;1246
8144;2028;623;1918
8145;4692;8487;1425
8146;443;1166;354
8147;331;415;403
8148;1079;2800;854
8149;641;2786;4738
8150;2200;419;1510
8151;738;2034;223
8152;5499;10057;6526
8153;2189;131;127
8154;3687;5338;1137
8155;568;1137;2261
8156;835;2039;675
8157;4226;2162;847
8158;3801;4750;1623
8159;6694;9370;1864
8160;622;1812;994
8161;875;2736;2823
8162;7060;2130;1045
8163;4485;3684;2073
8164;2269;317;1444
8165;1914;3296;480
8166;1846;2160;746
8167;4138;210;109
8168;246;4294;1993
8169;402;26;753
8170;300;185;521
8171;21022;3745;608
8172;1002;9523;389
8173;332;1411;206
8174;919;416;335
8175;3854;5120;7840
8176;5941;165;2831
8177;1697;1061;6603
8178;1572;2302;477
8179;1170;684;2082
8180;1729;290;294
8181;2500;2541;762
8182;846;4601;241
8183;18874;872;1899
8184;178;4990;990
8185;5478;1147;251
8186;889;412;445
8187;9376;7208;962
8188;5546;683;12588
8189;256;1829;1363
8190;1666;1664;371
8191;494;1599;450
8192;9353;1074;4019
8193;674;304;1447
8194;319;2827;173
8195;2594;1048;3339
8196;3130;609;538
8197;432;2158;582
8198;510;4585;3700
8199;2916;2620;8726
8200;5136;18896;2534
8201;5054;5066;1720
8202;828;1820;936
8203;1113;3349;2162
8204;2195;995;1313
8205;932;1258;684
8206;514;408;335
8207;645;1630;2629
8208;869;1015;11445
8209;308;121;1150
8210;400;2808;4707
8211;1320;939;1536
8212;151;2211;2900
8213;6558;3070;1372
8214;1024;1531;3365
8215;1640;2665;3423
8216;3528;9829;7128
8217;3433;761;1907
8218;139;264;1047
8219;864;3902;3057
8220;886;534;1923
8221;5749;418;8678
8222;1525;6869;533
8223;861;4916;696
8224;7924;129;511
8225;342;1562;2247
8226;368;3312;1550
8227;357;2066;662
8228;12387;1587;259
8229;362;488;1197
8230;1070;4933;4335
8231;248;1821;1426
8232;2060;2195;2758
8233;621;14985;1143
8234;2152;1638;1723
8235;2922;1621;404
8236;2749;1284;4492
8237;2614;3368;13370
8238;407;1991;1079
8239;1929;1854;500
8240;4389;6079;349
8241;702;2329;236
8242;728;4064;6045
8243;603;52;2797
8244;2873;1915;234
8245;385;272;837
8246;1314;213;1346
8247;6299;2340;1443
8248;595;509;1431
8249;2551;687;2196
8250;1129;1879;1076
8251;358;815;1414
8252;4698;1219;14196
8253;69;1332;4196
8254;1336;5214;4584
8255;5276;4933;4387
8256;606;5790;573
8257;168;3487;1851
8258;6049;6493;1056
8259;12635;3569;156
8260;806;771;1661
8261;397;8394;5981
8262;740;1211;270
8263;345;337;1703
8264;904;293;311
8265;396;3263;1908
8266;1483;9010;1190
8267;2493;421;3480
8268;1606;742;496
8269;2824;2240;1887
8270;3545;490;2649
8271;311;18567;1231
8272;2517;2559;566
8273;1006;848;4356
8274;1027;480;512
8275;1573;802;165
8276;795;1455;443
8277;1327;7117;1102
8278;1636;3649;813
8279;462;250;2484
8280;1201;725;279
8281;1994;6784;2361
8282;324;1224;615
8283;1050;846;988
8284;1592;200;1707
8285;182;4078;1901
8286;715;4742;191
8287;17094;1145;128
8288;11311;8638;2394
8289;1513;3056;2078
8290;1042;298;40
8291;930;994;3031
8292;803;1824;958
8293;758;1441;5137
8294;5221;78;246
8295;548;2070;1139
8296;148;475;2382
8297;904;829;847
8298;100;1361;1467
8299;1210;2682;576
8300;1192;9443;5977
8301;173;1248;2526
8302;7999;973;2052
8303;1403;40;823
8304;528;429;680
8305;247;5168;3632
8306;3218;6090;3948
8307;3266;1724;608
8308;1152;1065;1644
8309;701;17129;3279
8310;1106;20450;1829
8311;1287;861;5457
8312;1611;1632;304
8313;4114;5604;3733
8314;1510;3218;1754
8315;3512;288;2800
8316;5854;12675;10591
8317;893;5089;3834
8318;2857;6456;1129
8319;625;1183;1539
8320;67;6338;681
8321;1610;589;519
8322;3142;4774;221
8323;2095;830;366
8324;3870;1236;2760
8325;1360;183;750
8326;2800;4186;1876
8327;4246;2825;1427
8328;385;2020;262
8329;11514;2085;7202
8330;314;1408;271
8331;3149;2829;1638
8332;5956;33877;1788
8333;2027;2507;2551
8334;1742;4460;1160
8335;2470;2531;2794
8336;1504;7459;4963
8337;2512;5282;3700
8338;2044;7803;968
8339;1295;843;840
8340;2973;4315;1046
8341;4986;2510;6763
8342;422;4366;1501
8343;2160;3562;1452
8344;465;1033;2414
8345;372;4156;6122
8346;9111;568;8952
8347;1942;5752;1805
8348;1358;441;905
8349;1598;1294;556
8350;2008;1350;1606
8351;591;6172;3410
8352;380;77;3681
8353;1670;5425;6313
8354;302;2603;1082
8355;1173;2317;1633
8356;633;867;441
8357;3353;3520;10504
8358;322;4111;485
8359;402;4673;144
8360;2526;9746;1586
8361;3119;4360;238
8362;2723;5219;1825
8363;13702;1464;3587
8364;634;47650;817
8365;8234;2925;129
8366;890;2598;186
8367;5100;2027;834
8368;1110;390;703
8369;1787;740;1110
8370;3908;4689;1929
8371;1815;279;11
8372;2010;4053;1909
8373;4899;480;5061
8374;6657;5068;2180
8375;105;3813;1324
8376;2766;3887;762
8377;109;750;576
8378;1051;2555;3161
8379;2433;2441;3533
8380;2408;759;1269
8381;2694;2861;5003
8382;2861;1075;730
8383;610;3637;1633
8384;1913;2230;2558
8385;2269;4536;286
8386;10143;14978;168
8387;435;229;2553
8388;935;390;539
8389;130;8806;2043
8390;220;5354;1467
8391;386;785;132
8392;1821;5808;314
8393;556;5983;2535
8394;2016;401;1998
8395;5470;6889;2762
8396;230;377;349
8397;1539;2829;7294
8398;4398;3462;2124
8399;258;1644;2889
8400;3648;2354;8297
8401;996;3355;9507
8402;2343;617;453
8403;6888;1380;619
8404;509;754;381
8405;336;3998;195
8406;8599;1395;326
8407;1375;339;288
8408;1500;2229;848
8409;2390;2303;343
8410;53;1101;419
8411;1305;293;7653
8412;454;786;194
8413;1271;62;563
8414;3821;745;3550
8415;1953;2143;5698
8416;1603;995;458
8417;936;592;656
8418;889;15147;457
8419;1343;632;3160
8420;2166;265;1530
8421;2637;2154;402
8422;488;2616;530
8423;2990;3479;1277
8424;1284;2184;3305
8425;309;754;1443
8426;1613;506;1768
8427;88;2136;2524
8428;3359;558;983
8429;566;2420;1530
8430;4811;3473;2704
8431;4141;28023;4551
8432;2824;4240;4601
8433;479;1716;10972
8434;1580;1094;1679
8435;3736;8749;2512
8436;3212;1322;1243
8437;1758;9936;737
8438;2115;1352;5284
8439;6657;4707;2503
8440;1645;460;126
8441;270;4231;286
8442;3778;1006;3546
8443;6472;2170;1000
8444;818;187;2166
8445;4457;3705;136
8446;599;6359;143
8447;1129;1574;386
8448;3104;1135;2975
8449;4244;2462;4306
8450;985;2193;3509
8451;129;2733;1153
8452;3287;814;4117
8453;1575;409;3093
8454;107;529;1421
8455;1600;2110;908
8456;163;18;605
8457;179;1162;885
8458;1312;1399;6825
8459;1775;9906;93
8460;4499;778;3460
8461;3443;3292;238
8462;5684;1892;3147
8463;208;1050;903
8464;543;494;1841
8465;5397;2479;2913
8466;1467;6002;764
8467;486;1799;607
8468;1349;1002;3292
8469;5360;100;927
8470;1708;3470;1618
8471;13663;7733;2325
8472;1487;4134;360
8473;581;4754;4862
8474;7332;3316;638
8475;3372;425;19524
8476;973;1199;4985
8477;1216;566;4355
8478;852;6515;257
8479;3680;754;2418
8480;3482;182;3952
8481;2321;1453;227
8482;1422;581;3410
8483;987;5363;1666
8484;882;1640;2241
8485;391;9638;3505
8486;1661;1002;1775
8487;2043;8242;824
8488;2443;398;5701
8489;2612;466;3294
8490;1486;1108;2655
8491;384;1534;327
8492;4490;92;3397
8493;3168;6437;1641
8494;3322;2966;1229
8495;477;5249;311
8496;1609;8023;414
8497;1461;6866;3304
8498;384;655;180
8499;2570;3849;4025
8500;1288;1317;2950
8501;1956;1028;2847
8502;667;488;1139
8503;134;7431;990
8504;677;3010;1959
8505;696;9387;1121
8506;464;3828;2850
8507;2091;1209;940
8508;3231;425;7742
8509;4423;2851;12684
8510;1569;5525;195
8511;1418;890;102
8512;1546;5313;678
8513;3655;1517;2809
8514;2168;3371;1380
8515;335;38;3694
8516;1631;1826;371
8517;4518;1358;1528
8518;901;3414;1908
8519;2724;60;730
8520;251;1300;964
8521;1698;1850;1288
8522;1866;1531;4333
8523;4894;2695;59
8524;3165;959;568
8525;1706;1550;959
8526;5704;7361;5234
8527;1497;8312;2113
8528;231;3304;1473
8529;1391;1632;926
8530;10410;974;1129
8531;6721;734;3227
8532;1596;3033;193
8533;1780;137;1572
8534;3507;414;410
8535;932;2293;68
8536;1587;2680;1548
8537;898;2201;816
8538;3382;1949;1196
8539;270;926;2648
8540;3336;2171;813
8541;33;1059;2519
8542;382;4076;3157
8543;6645;981;1305
8544;205;1975;432
8545;712;148;350
8546;662;3145;1676
8547;1292;642;3178
8548;1235;416;2228
8549;125;814;1196
8550;178;242;2280
8551;601;3073;1720
8552;6048;8173;278
8553;2559;87;3870
8554;540;5451;2818
8555;881;2555;136
8556;510;1084;4339
8557;935;1648;9998
8558;3203;9661;5473
8559;4012;3687;142
8560;883;1051;467
8561;394;1354;3061
8562;1800;1824;2393
8563;2152;6060;898
8564;896;5823;2142
8565;2745;5533;3632
8566;2688;1280;2384
8567;2810;529;1465
8568;1450;1171;1480
8569;338;10206;5707
8570;4687;6559;499
8571;2051;1865;1053
8572;1135;2189;737
8573;235;3195;1356
8574;236;2002;46
8575;6421;316;7631
8576;268;4432;300
8577;3553;1120;1518
8578;2255;5105;1091
8579;67;2419;3306
8580;1887;105;2031
8581;1460;93;1688
8582;457;1014;470
8583;2995;499;458
8584;354;11203;418
8585;1224;2028;234
8586;80;4045;1298
8587;856;5424;2256
8588;3225;2484;115
8589;1145;1310;281
8590;96;2726;2245
8591;1685;4797;2273
8592;4737;3212;1360
8593;183;6871;1254
8594;6665;1595;2792
8595;714;4189;763
8596;838;3522;6412
8597;2515;2829;1734
8598;4639;1155;4376
8599;2479;5207;496
8600;263;2081;789
8601;774;2283;3854
8602;1958;1078;3651
8603;874;1450;1762
8604;170;436;593
8605;1957;561;1508
8606;2486;1140;4886
8607;4631;1444;140
8608;644;2014;812
8609;2860;2714;725
8610;671;4400;324
8611;879;1268;111
8612;370;2822;740
8613;2457;6928;3252
8614;804;5416;1837
8615;4731;1145;4222
8616;720;7762;347
8617;837;4463;3993
8618;289;737;1546
8619;3491;2156;1138
8620;248;6616;147
8621;7490;3913;136
8622;345;4409;1261
8623;1079;2006;4081
8624;4971;2281;6309
8625;3934;5283;1123
8626;264;8692;3123
8627;1157;15255;336
8628;466;795;4149
8629;259;7564;10035
8630;499;18169;794
8631;4542;1917;1794
8632;699;1859;1132
8633;1605;196;2261
8634;1011;8840;870
8635;655;915;8328
8636;675;2616;866
8637;261;204;396
8638;320;841;2908
8639;1746;2202;1682
8640;1747;907;3166
8641;1576;2134;917
8642;172;1918;280
8643;2249;3035;6110
8644;5409;2927;4647
8645;1991;3689;2738
8646;2720;4543;1888
8647;513;192;217
8648;3329;975;1880
8649;1869;3971;658
8650;201;2232;6259
8651;769;603;2880
8652;9410;2694;1990
8653;1758;1425;3006
8654;1351;1112;764
8655;5238;2088;966
8656;2701;2213;3275
8657;2080;2301;611
8658;1773;3323;435
8659;407;560;2448
8660;621;2833;3051
8661;12314;974;5483
8662;1312;9268;2221
8663;4098;2386;898
8664;10035;2639;13832
8665;231;1118;3015
8666;281;2705;1472
8667;487;1009;2516
8668;9266;509;3671
8669;454;1219;932
8670;575;944;561
8671;38;2065;735
8672;207;336;487
8673;1148;2458;1997
8674;665;1920;1993
8675;752;2442;841
8676;3340;2263;2708
8677;1249;17269;12489
8678;812;1614;4412
8679;3026;681;2128
8680;456;6119;179
8681;1009;3233;1140
8682;8034;5311;3690
8683;830;7117;1113
8684;705;2231;316
8685;1476;3007;621
8686;1059;9673;952
8687;1690;17498;3684
8688;608;3541;355
8689;3254;479;984
8690;1591;1890;2129
8691;78;497;1208
8692;378;4549;742
8693;524;685;650
8694;2835;2765;425
8695;2064;3990;3295
8696;1150;696;65
8697;640;5180;3018
8698;507;3406;1621
8699;1331;405;116
8700;488;3004;93
8701;2384;8023;2259
8702;864;140;3115
8703;152;536;435
8704;256;12495;1135
8705;2005;259;625
8706;921;1957;396
8707;1429;1991;1701
8708;737;534;5891
8709;3683;1850;2612
8710;1633;5193;3257
8711;1449;845;588
8712;3079;3659;770
8713;827;2542;66
8714;1453;3816;2605
8715;1167;5013;1124
8716;1548;5343;14131
8717;6560;630;1748
8718;93;1002;384
8719;202;2037;526
8720;3019;1982;1794
8721;503;601;66
8722;1587;8159;9019
8723;1727;686;2563
8724;813;405;1166
8725;621;4385;429
8726;1396;1675;3322
8727;505;965;578
8728;7553;6845;561
8729;4005;623;2185
8730;528;2348;4002
8731;985;4274;1165
8732;1906;1720;123
8733;217;1079;208
8734;1187;252;2420
8735;1791;758;881
8736;274;618;3994
8737;5118;658;529
8738;1461;919;409
8739;633;3128;613
8740;4105;9609;1215
8741;415;1624;4259
8742;792;396;988
8743;1783;486;209
8744;144;108;1755
8745;216;14624;112
8746;322;1148;2196
8747;5071;610;92
8748;3544;2563;3870
8749;1588;4871;1280
8750;1295;4975;707
8751;194;4158;5018
8752;223;5324;3386
8753;15335;3468;574
8754;944;1549;1964
8755;984;2922;913
8756;700;4618;285
8757;2463;611;995
8758;1967;1279;1951
8759;12785;2133;4546
8760;1135;2047;984
8761;1082;13222;2141
8762;148;1893;5956
8763;2081;3614;770
8764;6915;14401;272
8765;2297;3036;1098
8766;165;736;952
8767;648;1445;573
8768;5554;14672;1607
8769;13047;1549;2394
8770;4256;207;1901
8771;1270;3457;4279
8772;1107;2663;646
8773;625;321;519
8774;286;2722;1975
8775;3820;4659;332
8776;4693;464;695
8777;1087;426;6025
8778;3758;789;824
8779;1282;4677;246
8780;1124;1325;389
8781;335;3519;2082
8782;44;14781;7050
8783;481;350;422
8784;671;1542;4330
8785;418;2387;6757
8786;3071;7760;3358
8787;2149;4275;2455
8788;787;2184;634
8789;1703;3332;20044
8790;905;2466;2393
8791;1801;1079;1677
8792;3394;7391;3636
8793;3861;1589;1841
8794;333;1704;6437
8795;116;386;946
8796;10897;4062;7707
8797;2348;3236;2932
8798;3692;13118;5345
8799;745;2563;737
8800;21;183;1858
8801;2807;4711;2828
8802;1582;1312;3312
8803;1892;1671;2032
8804;1363;2231;159
8805;67;156;2296
8806;1434;3920;2461
8807;2877;202;345
8808;4339;1504;1533
8809;10240;2299;448
8810;3543;1995;1568
8811;5177;2522;744
8812;1191;1198;2353
8813;2342;103;231
8814;279;1338;1862
8815;1379;145;1361
8816;756;4286;329
8817;205;1207;337
8818;12860;4560;643
8819;2319;3843;870
8820;1007;6556;5660
8821;1588;892;636
8822;2574;1871;612
8823;11862;4066;1886
8824;2389;356;1410
8825;189;4516;718
8826;2987;1234;1265
8827;2476;8041;1881
