;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0
93;fail;fail;56;4510;10654;26113;fail;3648;10494;7551;fail;8002;fail;420;36368;11297;56805;4946;792;2389;3246;5958;8790;348;1308;22804;1163;342;18842;2540;566;5132;5489;553;1275;7047;5527;6441;7790;5752;2385;3843;731;2676;10609;556;6039;2252
94;fail;fail;fail;fail;9007;3384;fail;4051;1367;41517;54213;1136;47;1726;3326;7529;4246;5410;fail;2496;32045;85;5028;1049;799;545;10832;3900;1033;352;498;139;1056;7912;284;1743;96;99;1272;332;378;3738;1504;2569;1793;8207;2060;1780
95;fail;fail;60540;23037;12428;2655;fail;26;32730;1770;6911;80;fail;1145;2729;4146;37526;1633;fail;12163;65217;2577;3334;3970;1025;756;1979;145;558;775;2636;3160;690;4858;589;3596;2629;3861;6246;904;359;2961;980;2522;1722;2967;427;1291
96;fail;fail;fail;fail;fail;fail;fail;fail;92022;27859;11279;16380;fail;1129;12092;2992;8669;1374;fail;818;3622;3716;78;906;1324;2652;928;2628;1278;1561;105;2103;1552;456;2405;1490;1163;2183;838;6172;5488;2808;362;1750;6635;2447;1082;122
97;fail;fail;fail;fail;12901;807;33;938;22375;15262;81249;fail;fail;4253;1891;1845;6627;1440;fail;116;2160;1604;15115;5662;fail;742;1996;1442;8;999;2365;11996;7984;2099;8146;2510;1155;2930;6713;8840;2745;6394;449;1094;4072;3412;10254;926
98;fail;fail;fail;1677;18737;1354;fail;569;28185;7797;576;10955;fail;646;17503;6281;12;fail;fail;10631;3081;9478;11242;7270;688;84;274;593;10098;378;83;978;1091;2525;8101;2879;104;1236;6050;1967;1002;1000;3495;5896;18668;8658;750;11185
99;fail;fail;2149;10209;34666;fail;fail;fail;71267;15501;2969;1646;fail;19219;696;1649;4337;2412;fail;5188;3364;490;2110;611;1883;115;981;2616;3623;3535;1828;168;1322;2510;324;1910;735;2438;1009;4320;298;455;1821;7271;4358;2225;3238;1118
100;fail;fail;fail;65587;786;fail;fail;fail;3199;6480;16837;1532;36;1344;227;132;5354;3127;fail;22848;8832;8691;282;7937;fail;4948;683;10646;11335;392;204;193;2521;745;378;1636;5923;1531;186;1715;12509;11939;3802;4324;2211;3145;218;5802
101;fail;213;53620;1040;25553;39;fail;fail;776;11983;3984;1865;fail;147;18683;130;2682;339;1138;2793;285;1893;24238;19651;fail;2547;490;502;1522;3035;2732;3072;3360;3851;4372;1134;625;230;12326;4580;11271;324;310;361;1101;1394;367;762
102;fail;fail;49867;4251;fail;25447;fail;fail;15910;13080;5564;7;150;2965;fail;17213;fail;12217;171;240;162;2443;872;119;1031;1345;12873;47115;886;28155;1356;128;730;562;4503;56;3177;4425;2459;3937;1993;822;268;2679;4422;314;1834;343
103;fail;fail;14062;3262;86520;30823;fail;fail;86470;3102;2338;47456;fail;5024;536;14109;55;1285;556;1516;666;1225;5629;12;423;3410;1540;10712;180;392;4302;7864;748;13860;519;1596;559;2286;830;2915;2484;498;1979;1248;1746;944;2393;248
104;fail;fail;fail;46112;829;17378;fail;1297;2727;30;1126;1933;fail;755;5438;3404;8086;369;547;3209;475;17561;348;444;1096;4558;2813;9493;1920;6442;3801;621;7942;4046;635;15635;871;508;1238;468;2045;267;388;2971;1772;1017;4756;2919
105;fail;fail;fail;42325;39525;36507;fail;fail;33910;11494;92;3064;fail;797;3913;9524;1857;287;fail;10848;1018;5080;8167;779;157;138;1845;1023;1870;907;1710;61;1135;5117;136;3805;1079;3627;580;4483;3057;201;6213;651;7371;4487;3847;5575
106;fail;fail;25603;5037;31765;1417;fail;1079;1608;9947;8067;14207;fail;315;17272;298;2842;383;fail;2807;1020;2403;10835;527;1987;2779;1144;1625;1945;173;591;652;700;2975;799;685;405;1548;657;4060;1568;411;367;1304;3450;1600;539;219
107;fail;fail;1180;3960;7704;9599;fail;fail;3122;54727;12644;26251;fail;138;23;5175;173;3112;fail;379;770;1964;162;1041;fail;1274;9190;4831;405;1399;2675;334;3258;2240;3080;212;370;1267;1743;361;128;548;889;1404;2290;1641;134;600
108;fail;181;30479;64836;10698;35181;27;fail;13380;12912;34282;42882;fail;953;3804;3142;8746;790;587;929;7228;311;1887;2179;fail;649;239;607;3082;4172;1892;2567;5552;2435;2015;949;239;2588;11538;2985;1485;335;2092;2508;3106;1651;3490;939
109;fail;fail;1045;5026;58617;5150;fail;fail;41591;262;12501;540;fail;fail;fail;129;fail;16365;fail;13102;4827;446;8707;94;2949;479;1123;375;3345;783;7761;5267;907;430;2373;312;1024;2780;5642;4212;4042;5015;1797;1742;2596;1250;2624;2656
110;fail;fail;fail;8025;fail;51711;93;fail;200;17056;18267;4077;fail;26333;165;1118;13769;231;fail;766;53;2626;2465;220;3246;394;10699;6682;8751;115;1554;385;4208;2634;2255;3970;3157;4515;6548;1332;1048;3359;790;498;753;6629;2411;639
111;fail;fail;fail;25839;73194;fail;fail;3691;2907;1904;8865;3020;fail;13329;5760;2063;4338;18071;fail;924;652;9483;446;76;fail;916;4419;5538;4285;47577;786;264;3984;2100;2733;970;9017;2390;1608;2820;4094;3341;538;555;2769;4002;872;663
112;fail;fail;12717;18804;17827;fail;fail;fail;9743;2552;34;3138;fail;2123;1732;4122;77;193;1580;235;89;3169;2285;4826;fail;4012;54093;2947;1821;509;1242;1159;627;895;655;5995;1414;12097;1657;3730;148;9080;6985;3207;3390;16748;358;2084
113;fail;fail;fail;8260;95155;9795;fail;fail;12522;1763;8914;88752;fail;2229;5243;17115;37014;18003;fail;319;973;6203;446;91;1438;697;257;1885;977;768;fail;1178;920;1488;846;2216;1577;342;4561;3670;220;5259;3541;1180;3907;1725;722;596
114;fail;fail;25633;fail;32584;16455;fail;92;687;2679;51837;14332;209;2256;1528;122;36402;6333;163;1864;9547;1398;1011;7535;fail;3782;327;1290;2094;6279;2544;259;4564;2194;410;1762;7262;2747;10536;4628;3919;3011;716;5524;4601;3673;677;1294
115;fail;fail;66300;5834;68497;34047;fail;fail;45981;106;7756;897;fail;2606;5723;15942;627;3570;fail;5199;898;152;8714;80;2725;2492;218;1744;11261;5236;1798;982;9912;11979;2542;1774;967;1379;3067;1380;1037;1520;11436;1777;1602;2513;537;3740
116;fail;fail;13510;fail;28074;26236;fail;fail;45183;2720;3170;1237;fail;fail;52348;2353;7835;10637;fail;1256;248;293;771;741;1767;1622;545;350;886;1057;1414;16403;609;3655;1734;2682;2141;2877;1335;4662;258;188;2938;1436;2421;1713;3566;698
117;fail;762;224;21658;15029;92087;fail;50;855;7792;8126;1680;fail;2444;30223;9833;626;148;fail;53;30270;2407;2925;5757;620;277;35402;904;524;229;70;2414;283;2701;3232;733;2941;1684;341;4849;537;1153;274;227;817;4378;7430;1308
118;fail;fail;39523;fail;3273;18791;fail;1743;7085;8036;1068;8211;444;1214;67;205;1468;1938;fail;4890;53;3545;764;331;3986;1799;3807;975;564;2154;872;4171;2602;623;737;690;1332;469;279;319;144;714;2771;5948;2621;6783;967;2672
119;fail;fail;6726;4958;9991;18227;fail;fail;2089;58313;18233;33264;44;32;63724;481;755;3420;fail;630;4373;1907;457;1629;236;3464;9787;229;4768;1635;1742;293;4775;2112;5080;393;2816;7473;703;1143;3318;557;1983;3781;4821;8091;1761;926
120;fail;fail;fail;2935;20407;19286;fail;307;7319;31312;37515;4001;fail;490;1147;8333;986;134;1105;94;916;788;1552;2018;1626;792;98;903;11064;18354;442;3455;4756;7141;1640;3397;546;2312;383;195;1499;948;1228;4413;1622;1256;317;1375
121;fail;356;fail;43410;3932;17391;fail;3333;1873;33;8065;3046;fail;2060;10081;1543;2054;2368;fail;10293;18393;31;18666;16555;45;2734;17541;2448;699;1543;fail;742;191;186;3787;1576;2748;6866;3122;2735;4924;996;1177;3093;1464;6688;1431;888
122;fail;679;1141;435;1049;30200;fail;fail;18478;7944;62857;23267;fail;9025;14372;4309;1007;34;fail;210;10403;8771;600;6698;41;302;436;4384;3906;1904;863;3541;3421;7807;2514;965;5235;679;1347;7173;3037;246;74;932;176;2706;2279;1075
123;fail;fail;26222;1832;17782;841;fail;fail;19881;298;3726;63;fail;847;11403;572;12092;15725;fail;2538;2982;29600;11729;619;fail;4033;2118;28891;2200;2987;fail;1944;6474;4178;4699;312;869;962;124;1220;218;355;1463;1347;5861;6955;3949;4677
124;fail;fail;fail;3969;22387;8439;fail;fail;fail;544;12260;46139;fail;278;17727;3710;5033;7053;fail;17925;2055;6071;2083;13178;829;106;2880;5447;3548;357;1722;2099;992;1256;264;2241;424;737;484;1807;2494;494;3579;2717;5022;3344;4811;306
125;fail;fail;fail;13274;15282;fail;fail;fail;fail;9099;fail;fail;fail;2712;40298;4665;10695;17846;fail;365;934;207;556;1137;fail;4791;7452;9065;8076;367;882;2139;1826;307;3781;1820;4681;95;6769;5312;3315;7065;2261;1813;1837;3900;473;3471
126;fail;fail;fail;fail;5298;fail;fail;fail;31237;754;54345;12578;fail;285;813;23091;18769;fail;341;367;477;3854;2561;867;fail;2923;1973;2453;102;10436;914;1028;123;3679;904;2232;1069;3212;125;9202;3410;1768;1589;3417;1987;2778;1010;1234
127;fail;fail;4913;fail;fail;324;fail;108;7864;20102;36;1362;fail;9210;85523;9008;6630;1077;fail;1382;15444;2261;527;9089;190;5016;2836;1711;3897;3520;214;616;177;2188;1806;1969;402;951;1016;2061;228;3805;881;1910;14127;5889;4811;8963
128;fail;fail;3072;52605;9341;68798;fail;64;416;15172;6852;9402;fail;2336;1880;184;90451;9370;fail;11184;16187;11914;33073;2763;321;1203;2619;3099;259;1693;1309;958;972;839;500;308;160;1902;1065;406;750;620;817;2075;1519;3936;655;1134
129;fail;fail;328;68905;90879;fail;fail;1013;7903;7784;136;5938;153;2867;46;9631;4557;31440;fail;25360;3164;5387;4345;10927;1449;547;5924;9298;7773;4070;63;475;1167;568;97;304;1669;927;3366;1056;279;3990;1142;3391;871;41;1620;8574
130;fail;fail;11449;5106;9318;7586;fail;fail;62093;7342;3552;1901;fail;1085;1563;786;938;7886;fail;283;2225;352;37;295;fail;15095;12913;21107;24377;7294;341;1250;11730;225;1112;1508;4488;685;1615;5607;2326;6023;2810;9863;1911;3454;832;6624
131;fail;fail;fail;fail;44772;145;fail;fail;fail;669;4823;1757;fail;6725;6740;1061;3981;80;fail;956;752;16805;6945;12848;2491;3019;912;1017;934;8882;716;1196;68;382;1160;758;2792;13063;2943;4802;508;86;1333;613;8189;3799;9294;1344
132;fail;fail;fail;14415;7016;fail;fail;fail;5925;3742;138;60180;fail;fail;3640;3029;5909;9069;2128;8544;2009;13672;29;22392;1499;1988;6400;1872;557;2928;1255;8220;550;6937;518;7374;347;1675;1757;4477;1445;743;1152;1549;2603;3148;1273;483
133;fail;fail;fail;413;57816;5875;fail;fail;10444;3822;1930;1808;fail;10432;3085;17840;78218;1654;fail;6086;4393;364;2307;967;523;79;19371;4983;5662;13557;1621;714;4163;1006;548;755;2050;2408;4269;2697;1023;714;2029;2514;3167;688;3178;1221
134;fail;fail;fail;22909;384;12218;fail;495;14477;1029;1110;11012;fail;2702;4078;16182;fail;1046;574;267;299;279;222;2593;490;723;2966;417;343;280;382;1789;3311;1629;850;306;5522;2745;1155;591;786;346;2692;1311;1054;18200;1843;1052
135;fail;fail;1595;7965;111;2816;fail;fail;447;2622;51038;5514;fail;2378;4525;3942;5640;10214;fail;16689;1384;442;183;382;fail;1624;1989;576;2904;5369;398;529;860;1826;5674;2694;879;836;1339;1343;518;2809;365;880;1087;3760;162;3321
136;fail;fail;5695;18364;31220;8086;fail;fail;26;15934;35228;77384;fail;957;1927;873;688;2769;682;470;10456;3357;13740;25;fail;391;1026;3905;3504;1516;1246;2488;4999;839;1595;583;2438;2385;3785;3983;229;2747;2397;5316;1473;2285;5256;1687
137;fail;fail;fail;491;fail;fail;fail;fail;5581;1246;24192;171;fail;3827;3683;2933;100;2554;fail;12562;8817;730;30424;9096;fail;12712;264;1353;3140;10815;380;1938;1987;2431;6025;779;808;8976;5336;420;6732;647;3062;696;2982;10839;3787;1417
138;fail;fail;45681;fail;23380;81307;fail;fail;30;3692;17802;91403;fail;1010;13409;11104;3909;10186;175;586;13714;65;364;6347;308;498;2049;2083;115;490;2304;520;2384;2695;168;3115;1208;1164;5833;2348;4404;785;1417;2693;3766;4297;665;301
139;fail;fail;6394;9379;27475;2188;fail;fail;6698;fail;44481;20398;fail;2947;22861;22822;66014;3620;fail;73;6680;190;149;5179;2603;2241;1745;80;5953;79;4031;2133;2373;8188;2907;226;598;4101;7237;3307;19;633;2572;187;202;3295;480;1616
140;fail;fail;fail;8694;fail;717;fail;fail;fail;4645;40406;1521;fail;1886;59213;7302;5145;17205;fail;561;6348;13806;3111;2816;fail;898;5465;27604;2199;5012;6187;147;16442;3810;1515;6228;1322;277;1583;2449;580;3331;1848;1062;4000;544;1764;641
141;fail;fail;4481;13627;58686;272;fail;fail;771;2429;249;2003;fail;fail;10519;653;96970;2017;fail;1673;30079;1555;36800;1503;104;6716;270;856;14840;2345;2344;562;8566;5703;1057;292;584;757;1372;13042;534;1086;1406;4226;3498;1954;1397;3122
142;fail;fail;4779;7806;10522;1743;fail;fail;28771;25434;13046;33106;fail;468;15;4060;6592;58150;74;254;55434;1833;6060;1200;fail;124;9316;4601;126;5393;6784;1824;6564;12005;1170;4912;1044;854;2572;2267;6097;1309;1584;3343;4938;5700;2874;810
143;fail;124;fail;40226;36096;fail;fail;fail;fail;3697;30422;54709;fail;fail;3261;6483;60930;8059;70;793;1218;1138;366;457;fail;1410;3420;3221;3256;7245;728;1172;4957;5139;1634;67;643;307;1355;160;144;1323;1745;4206;1396;4196;4083;5270
144;fail;133;93;15618;fail;15962;fail;fail;fail;36289;39;7165;fail;2473;13110;10051;6027;16285;fail;7318;4872;5515;1248;1417;1195;449;449;659;587;1598;986;348;889;6739;712;3799;942;2490;1407;264;772;5503;569;3212;2225;2872;3305;12406
145;fail;fail;19367;336;5822;11775;fail;234;2231;1577;9398;6442;fail;fail;74369;19357;7942;584;fail;17879;2443;1334;7962;4602;fail;2135;22229;7644;32375;1206;290;3614;5353;8265;2124;453;1000;377;45;628;502;1329;2454;412;1116;539;379;3588
146;fail;fail;fail;21150;fail;fail;fail;150;209;2485;1026;1104;fail;6826;14962;356;10122;31663;fail;1864;287;1163;215;3511;203;335;194;1779;499;1051;440;125;1289;600;2568;801;1096;549;5958;3290;1663;160;138;1001;3250;1089;1415;1142
147;fail;fail;fail;7023;fail;1076;fail;3199;21823;81;43519;83899;fail;fail;193;46141;15331;892;fail;5859;877;5423;578;672;fail;1149;484;1162;1540;1371;1790;1059;7093;2392;10554;1474;19449;426;249;113;2352;1900;996;1182;628;1575;473;370
148;fail;fail;fail;90067;25349;25092;fail;2239;83602;7814;6337;1685;fail;fail;14963;416;1055;7640;372;5697;1430;1570;1650;6383;fail;209;197;11175;2785;8187;1718;431;3208;1121;318;1262;12429;504;1779;890;7165;4314;1414;1025;857;681;864;569
149;fail;fail;fail;25;367;fail;fail;fail;21683;4983;4864;8145;fail;3617;25768;10547;8816;17814;fail;5201;29530;4820;2873;713;329;1922;3585;2203;1308;737;2571;1964;1525;7667;5613;279;372;228;460;844;405;2085;1235;20;2266;308;1544;5207
150;fail;fail;98988;7665;296;16706;fail;fail;84581;19947;6539;5078;fail;972;1140;582;97;4826;fail;7266;9333;8132;1393;1717;113;1090;9658;851;1535;108;1115;777;1824;656;580;338;333;2398;1744;1216;1677;200;3382;1844;3097;2693;6160;780
151;fail;fail;43591;9153;71959;fail;fail;fail;fail;11644;1769;44458;fail;2439;919;2633;4846;2839;fail;727;7722;389;1156;733;fail;3656;5704;2122;2286;4953;3742;1064;8997;3889;3001;855;395;3402;2283;3647;1598;1023;1613;2222;2569;4821;3742;3606
152;fail;fail;fail;9887;797;34105;fail;fail;54102;9476;20677;2738;fail;3012;2438;4318;1144;32;fail;1755;430;20908;19352;14927;578;2657;3679;1548;804;903;1029;1606;2597;407;2207;672;595;381;1460;7249;10065;2081;3241;4653;6230;4259;1272;1582
153;fail;313;5086;491;3617;6306;fail;175;95638;2412;66191;73000;fail;1111;680;37;3270;3799;285;391;1719;595;70;361;fail;506;1412;3211;3281;224;fail;637;475;2665;751;235;1579;5245;1787;316;3947;193;1017;1239;559;1266;480;496
154;fail;fail;fail;2209;584;3677;fail;fail;1653;25141;34768;23026;fail;9;46118;738;9781;72064;fail;2408;48210;2485;24190;3732;636;2211;6227;3972;891;41;1042;2794;5316;3380;1355;1174;528;2835;3385;6652;1303;430;472;1190;2096;3226;1103;4260
155;fail;fail;fail;16073;8482;fail;fail;fail;1818;10439;13777;4682;fail;216;23248;559;8937;12189;85;145;16007;6121;245;4052;fail;3763;9852;3238;12160;24;3160;769;1476;3568;2449;2428;4935;1635;210;1429;1225;1093;378;2548;5175;9389;1914;2680
156;fail;fail;fail;151;29076;52550;fail;fail;2283;36;59667;3825;fail;fail;10975;5809;1758;5135;fail;955;183;1049;5204;2278;1492;572;1354;2346;23434;1595;2073;71;2669;11280;2347;83;888;646;901;450;369;934;134;505;3834;2963;2726;3474
157;fail;fail;fail;2120;45;13555;fail;fail;36094;20457;21350;114;fail;644;2472;1116;243;2981;fail;20535;25249;3513;10493;520;498;17270;721;12825;30661;109;456;289;156;1530;519;815;210;896;1455;1518;2365;796;643;4768;513;10892;910;1137
158;fail;fail;fail;22;548;4092;fail;fail;fail;21998;3662;34;137;1061;fail;239;1601;6347;1241;492;1630;308;226;3042;412;4277;4694;9540;160;7682;1632;13853;5568;9839;281;2762;435;502;4211;102;351;301;4200;1561;3939;2321;1982;1684
159;fail;fail;21835;56489;16427;371;fail;fail;6263;38280;83506;486;22;37;3830;642;131;17104;2331;171;1227;2234;185;479;fail;11720;1555;541;2471;5993;3694;665;2458;19045;606;609;539;2121;7029;1461;338;1335;628;71;3313;2989;354;2997
160;fail;fail;fail;38537;fail;22916;fail;fail;14249;7388;3960;4485;fail;19636;59165;4840;50;593;112;321;547;2900;6435;533;526;2498;436;1455;650;882;fail;6363;6840;817;1165;12917;971;2000;640;20706;230;2637;646;5061;584;4090;1883;2615
161;fail;503;18906;8432;13627;4518;fail;fail;33141;10188;23878;fail;fail;5409;28187;1844;623;21332;544;10625;13363;1470;1248;1352;fail;18073;332;8053;1198;165;617;449;137;1861;489;1481;374;499;994;1082;712;631;945;1389;687;3673;1691;8469
162;fail;fail;2451;47192;2586;57843;fail;fail;41000;3041;347;4462;fail;fail;6042;2064;fail;42;fail;4401;14380;506;499;1316;fail;13489;4015;11061;352;21666;1509;2948;565;42;3465;318;2243;395;488;2291;1567;765;6104;2070;2177;558;2352;583
163;fail;fail;12263;fail;fail;19050;51;fail;3557;68436;8595;9444;fail;625;35888;3400;1654;7237;284;510;4762;809;13;6220;119;6604;5499;320;4834;18238;1686;3113;6087;4022;1634;120;1424;232;2581;381;416;886;560;263;633;2963;1075;155
164;fail;fail;34811;511;fail;20703;fail;384;9463;1158;13;12281;fail;1998;12282;1999;8502;5924;fail;583;790;25564;13019;4615;1241;6045;1762;1094;478;766;8681;6281;999;1208;805;2312;358;1753;2443;1937;2401;265;456;1582;3879;28256;2837;1215
165;fail;89;8720;fail;fail;fail;fail;90;21753;4459;6379;22465;fail;4071;474;26531;23580;9127;fail;1953;1674;500;387;15726;fail;1625;1955;113;876;430;6766;1491;10610;169;9403;96;2595;1351;640;7854;785;871;781;2160;9651;797;980;1533
166;fail;56;14872;18763;3889;14263;fail;7340;74256;1130;1813;12776;176;5760;fail;5609;7436;15;1192;2147;226;451;96;2676;fail;317;348;4142;1279;459;861;476;3238;3270;641;1258;423;6709;3628;1323;1392;1171;2360;1722;2397;6162;896;411
167;fail;fail;78342;59605;fail;50801;fail;fail;2384;812;1780;1070;fail;1209;54419;6626;6115;48569;fail;602;8100;3872;1273;1938;1638;3576;3133;3489;3941;665;860;3465;6855;3383;4767;521;2900;371;269;1823;513;380;1613;1497;12087;1234;533;3026
168;fail;338;86329;18993;fail;fail;fail;5385;fail;2616;42833;6227;fail;198;519;23685;2513;3237;fail;7210;4278;947;6212;2941;fail;1825;22888;2006;33527;10171;2111;1006;8164;15323;1188;5632;95;8307;1889;6478;5167;301;1250;745;15030;13202;2047;2596
169;fail;fail;10341;fail;fail;14493;fail;fail;46808;1249;4223;34033;fail;fail;815;4722;47702;866;fail;16393;38734;5272;673;12691;440;369;167;1483;2915;2532;936;1214;9381;8619;8588;131;958;1753;3959;441;498;1175;3157;2913;382;6055;3377;508
170;fail;fail;26553;15977;1505;11646;fail;fail;15730;16802;19105;fail;fail;fail;235;499;4483;8725;fail;572;18296;1667;30039;8316;665;139;647;359;325;1076;586;5024;1305;2316;210;2634;1513;3098;4918;1979;679;603;3680;5259;3359;8906;3478;312
171;fail;fail;46351;1661;35324;41494;fail;225;21697;32156;25917;370;fail;766;3416;10866;2261;3996;626;996;9135;1507;4053;442;fail;467;9783;14660;168;927;2913;1679;4232;844;970;835;1577;782;1730;318;818;2118;2751;442;4488;4190;757;1086
172;fail;fail;5822;149;649;53317;fail;fail;11707;2910;fail;10837;fail;4166;115;635;480;10273;301;6068;1523;2394;3841;30733;430;1689;4512;5515;538;2731;3386;3124;280;1589;635;1892;1077;143;484;3010;4283;4088;2408;215;991;671;1567;1173
173;fail;fail;fail;46038;fail;784;fail;624;42911;4180;4363;10632;fail;2126;9630;12411;1268;2116;fail;131;108;803;3188;78;54;1994;12752;4735;388;820;1171;4948;8662;4902;4908;3304;3035;2885;2166;3358;1044;861;1121;452;650;2475;1405;1279
174;fail;fail;fail;9825;22958;26143;fail;fail;2089;280;804;3223;fail;5487;4066;2006;1550;15487;fail;2147;11471;125;4339;33;4943;8432;2105;3962;1601;1384;1065;832;5052;66;1043;956;1251;2363;6468;204;2770;1832;911;1804;1571;2029;1415;3028
175;fail;fail;fail;3759;fail;fail;fail;1664;4092;3863;37;35013;fail;4169;17202;19787;2309;14057;259;146;4349;4600;399;822;1116;2629;162;489;10873;2087;278;1362;576;14264;3322;1595;747;121;2334;5583;1099;401;1083;8231;3255;509;1113;2268
176;fail;fail;32668;23075;3778;50182;fail;78;4979;1277;11265;3075;fail;13840;12409;27477;13023;11095;fail;1605;60391;25967;6158;1003;fail;15741;18210;9614;556;1462;1745;3918;7824;1016;2320;1178;1217;1427;381;1860;3680;1795;700;193;1342;113;307;936
177;fail;fail;66801;4145;46000;1817;fail;538;1009;866;660;45;fail;4196;657;1205;25862;18114;fail;152;16006;1006;2323;6634;766;2597;5179;1900;5795;1641;252;2873;2663;2865;710;180;215;1830;2553;2735;1611;1387;1088;755;3852;2730;1950;915
178;fail;fail;fail;838;4961;fail;fail;fail;3470;5241;3400;3990;fail;19580;1597;15773;39401;7028;54;1052;892;9407;757;411;1062;751;10700;1055;293;1103;893;45;386;468;821;825;1711;3066;1035;1890;1055;391;240;1034;987;2398;4028;1011
179;fail;fail;fail;5007;fail;fail;fail;6685;59;4345;17542;820;fail;3597;17371;7343;117;6970;30;875;24158;13449;2143;1976;383;4589;912;23951;2162;5660;8262;928;20303;1117;701;16504;790;1784;1402;168;1969;5136;868;2380;3000;2290;368;1118
180;fail;fail;fail;fail;7163;41969;fail;2631;1164;4784;3586;3214;fail;42;23262;2265;3256;632;fail;6012;2182;7828;8128;1024;903;1307;336;9721;1244;1033;990;714;2399;396;1021;1240;269;71;4806;6946;1135;1977;1731;217;976;3487;1077;82
181;fail;fail;fail;5354;fail;fail;fail;fail;fail;4995;89701;3583;fail;20132;12691;14843;76;30456;fail;731;71;4710;1426;113;2349;693;81;366;294;3319;349;264;3867;2677;558;2696;771;4340;3677;4805;339;415;400;4382;2685;1999;467;2036
182;fail;fail;22353;605;1122;4685;fail;fail;27288;9305;4534;22416;fail;13289;20047;988;4179;598;fail;4791;10596;22009;4661;5092;fail;4419;30;825;999;2118;950;476;7159;2194;6384;450;579;1294;1231;3036;2970;2776;2459;1152;21897;10066;2749;1953
183;fail;fail;3241;13626;11947;29831;fail;fail;259;5337;322;8590;fail;12492;1264;59828;8351;9741;fail;3032;21889;7414;611;430;fail;137;24685;4407;5899;6217;3131;6582;2719;549;11068;4941;719;612;3310;716;1459;949;2019;865;5637;1327;272;511
184;fail;fail;89982;17830;18169;18585;fail;fail;fail;64976;11614;4808;fail;1097;9211;5954;1483;4109;145;4234;25784;4405;1933;18260;68;7751;6287;8523;2934;1020;732;293;298;4457;3370;779;1050;4130;8240;6331;5607;2915;690;824;3893;1687;1764;1257
185;fail;fail;32134;7787;11724;82372;fail;fail;1456;5141;23813;22;fail;6690;5758;12580;11969;11130;fail;7557;3214;20355;40448;173;1629;1372;7585;814;6131;554;2375;1782;87;7130;1187;3081;4715;3553;4324;4074;2136;2444;1068;3770;7930;643;360;287
186;fail;fail;fail;13394;5067;73682;fail;fail;48221;9247;64907;1677;fail;fail;277;705;426;1416;fail;736;8294;9759;67;7842;fail;1646;3435;629;3946;938;533;253;1353;6282;800;528;744;275;1261;714;1548;1013;1323;1890;2214;919;785;2612
187;fail;fail;82652;2018;1332;295;fail;1659;1956;87;394;2681;fail;12288;9743;9442;887;103;fail;28262;42150;3171;2359;3817;806;82;985;2644;982;5740;3864;3526;2733;720;1034;713;4819;368;3283;533;730;193;1656;12828;6342;444;2110;62
