;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25
1335;11;8;0;71;4;23;141;29;3;126;1;18;385;70;50;6859;61;36;4070;51;38;41091;56;39
1336;12;12;7;3;7;7;98;22;7;1;24;30;17;5;42;3142;17;22;109;26;9;5626;186;313
1337;16;3;3;2;110;3;1;12;16;82;18;9;611;35;9;3168;24;39;103;104;15;278;17;64
1338;11;7;2;5;16;0;51;13;11;1;9;2;1443;15;46;2839;5;69;1043;35;23;6682;19;23
1339;21;13;0;19;2;28;60;77;13;922;29;24;22;4;14;4475;15;20;95;309;42;39451;642;201
1340;7;3;16;4;21;11;55;49;10;88;28;3;97;14;15;13;2;12;10767;25;17;9820;666;82
1341;3;2;6;44;12;4;82;8;20;462;5;43;455;29;38;36;8;38;7549;31;71;47250;60;54
1342;15;43;4;26;21;5;1;4;5;8;1;20;283;30;65;1242;16;35;16735;21;63;31011;435;107
1343;19;15;11;13;12;1;154;15;7;26;3;21;435;27;18;354;25;14;69;108;24;1747;80;40
1344;4;11;2;7;22;0;9;3;20;107;53;19;235;22;5;2501;27;5;25591;38;76;12050;20;103
1345;0;1;2;2;2;8;42;5;10;44;8;12;596;4;35;5;5;117;1382;24;90;45;394;74
1346;4;1;5;12;8;6;2;22;22;18;4;19;1063;13;38;2788;11;37;9798;39;38;27012;437;124
1347;0;8;6;25;0;14;8;25;2;81;18;3;387;79;14;26;72;15;25;154;76;37331;267;45
1348;43;0;3;4;39;0;32;59;5;24;8;2;582;74;49;4284;5;33;16921;34;24;7885;131;39
1349;8;22;15;33;0;1;0;2;20;134;19;23;765;57;0;747;6;50;12372;2;4;13813;290;144
1350;11;0;2;92;10;6;5;53;30;420;12;34;144;35;10;1958;37;48;540;4;18;248;25;110
1351;2;11;10;18;2;1;32;25;1;10;14;33;299;4;62;13;41;66;1056;11;57;5169;951;200
1352;8;7;8;0;25;26;8;1;16;423;7;8;789;81;56;129;32;30;7424;35;23;4964;21;75
1353;10;2;1;15;2;20;72;14;2;416;43;7;28;87;36;9245;12;30;12;113;36;33086;47;133
1354;37;3;15;25;10;6;152;32;11;959;7;8;10;24;11;6086;33;21;5833;227;12;90;109;69
1355;6;7;1;7;4;19;5;6;17;343;26;9;26;43;2;3816;19;14;9901;50;43;125449;1343;18
1356;7;15;1;54;1;8;81;10;14;33;15;19;477;23;18;1450;88;9;5505;93;53;210;53;29
1357;4;26;9;107;0;19;78;12;14;16;18;3;334;15;51;2643;137;27;6268;34;166;112;22;224
1358;3;3;9;15;2;0;48;51;5;938;3;4;670;43;19;1638;18;29;7450;69;48;21370;57;170
1359;11;0;8;32;18;6;17;14;16;85;18;32;190;69;0;1186;70;72;8716;24;61;13974;126;50
1360;2;5;4;6;2;4;2;3;0;109;43;8;1815;15;28;2859;60;32;1339;29;29;74;750;79
1361;0;11;7;7;3;13;20;3;17;9;23;43;215;54;16;571;53;41;2739;71;35;57549;152;54
1362;11;0;5;58;9;9;9;3;5;10;24;5;189;33;31;2577;16;28;12;82;46;98;156;104
1363;11;18;2;18;9;11;10;6;11;5;9;6;41;21;2;2053;15;14;11506;150;48;22;328;30
1364;27;23;10;9;3;8;33;32;22;201;43;15;1253;37;19;25;56;32;2219;37;54;63695;14;94
1365;16;3;8;0;10;8;3;124;9;216;9;27;14;23;40;7;81;43;65;97;66;8723;408;79
1366;2;6;4;7;9;9;19;128;19;187;35;29;228;58;6;1878;7;3;5513;183;33;21942;44;10
1367;34;9;3;78;7;8;1;31;18;108;6;28;385;33;28;4394;15;28;2712;61;44;86790;16;72
1368;7;10;2;59;2;3;103;48;5;243;21;4;183;16;19;6;35;8;1994;22;36;48;193;42
1369;0;4;17;7;44;4;27;25;12;22;42;13;409;37;30;231;35;29;716;99;62;73;269;5
1370;13;1;18;22;2;5;9;5;20;283;84;15;170;22;82;1390;36;17;417;60;27;7233;31;22
1371;2;7;3;4;11;11;3;43;4;589;14;13;512;34;26;28;102;26;7011;29;28;8222;854;30
1372;2;4;1;3;50;12;119;44;8;1;74;27;1530;16;22;2585;90;59;328;107;43;17699;9;14
1373;44;46;8;4;10;38;9;14;7;60;40;22;1397;29;34;87;60;52;10152;171;10;34998;889;46
1374;16;5;1;13;5;12;196;88;4;560;23;18;1721;21;21;2793;50;21;41;30;53;68926;46;45
1375;1;15;0;11;0;0;30;3;26;120;73;16;12;24;31;412;44;89;2618;107;10;18;43;19
1376;32;0;8;23;19;0;39;15;25;115;24;9;127;68;11;33;9;11;152;27;127;115711;59;48
1377;3;3;2;1;13;0;21;12;12;267;43;15;158;80;37;5201;10;67;11332;109;56;7306;500;20
1378;13;2;6;43;9;12;109;0;18;1877;12;48;97;56;27;2227;19;42;87;164;2;3884;831;141
1379;6;8;1;49;10;11;30;3;10;13;2;28;29;10;77;72;84;68;2029;99;45;4650;128;65
1380;23;7;4;36;10;8;165;89;2;254;30;21;153;39;16;1267;24;14;4896;47;41;67621;32;56
1381;4;4;2;0;5;18;173;9;6;311;7;26;35;68;9;2214;56;9;2234;85;41;30125;34;60
1382;23;3;15;15;29;10;58;7;20;119;62;20;20;28;29;1426;2;15;599;13;4;57892;31;9
1383;33;3;2;29;2;0;151;6;27;4;56;14;1653;38;40;37;61;42;2104;35;29;6544;32;30
1384;0;0;13;27;19;0;199;2;25;182;22;14;11;1;65;2738;41;11;8676;25;93;110440;106;41
1385;2;26;4;9;17;12;0;33;6;18;53;14;452;3;6;635;16;31;1306;31;65;50509;32;70
1386;8;4;7;50;1;20;152;7;14;871;89;0;2248;48;9;2169;26;34;9763;377;68;5464;111;137
1387;29;8;0;6;18;10;5;0;8;61;9;76;1194;47;36;14;38;28;908;109;102;148;24;89
1388;19;3;0;1;0;15;20;4;21;30;50;29;320;9;29;3479;7;18;41;54;10;134;44;104
1389;12;21;7;8;0;0;10;16;8;68;17;30;671;24;27;2708;47;147;2154;59;27;96238;145;103
1390;2;4;12;42;18;42;53;11;10;45;4;26;23;15;19;1672;20;13;35;44;13;1003;16;19
1391;1;11;0;3;62;16;0;107;5;590;18;6;448;77;23;9;40;41;2091;4;57;9609;31;35
1392;4;34;4;2;26;14;8;1;31;360;28;45;378;18;29;12;40;35;2614;335;52;45;104;45
1393;1;5;12;11;24;10;13;33;0;200;13;14;1700;32;13;18;82;29;9032;65;86;73;62;68
1394;8;8;3;5;33;16;14;12;13;30;25;4;3;7;36;3076;37;15;67;31;45;133520;257;59
1395;29;4;0;9;4;16;20;1;11;11;28;14;478;10;22;1941;107;24;5011;58;35;47361;67;82
1396;7;13;2;12;6;6;91;7;11;3;18;33;407;68;35;51;72;17;29;83;103;22216;120;61
1397;30;41;4;13;4;6;314;5;20;245;37;28;117;53;13;8162;117;13;4270;32;26;75;69;146
1398;5;28;7;27;20;3;152;35;10;17;91;9;1144;11;12;19;67;97;12063;62;84;114;56;39
1399;4;1;4;24;2;8;33;30;0;1095;21;13;17;0;25;3635;65;35;2814;11;67;45;74;52
1400;6;3;6;67;24;17;7;0;7;153;80;11;969;12;0;1835;40;107;1735;63;130;70;82;42
1401;36;5;13;25;1;3;82;4;14;109;20;3;1144;15;38;4526;26;14;7715;30;12;92;46;54
1402;3;3;8;34;19;18;63;35;10;432;27;11;24;15;17;589;23;13;7844;19;58;119;574;196
1403;5;0;1;56;7;8;6;33;28;27;65;13;702;25;35;82;24;10;7957;15;54;62;39;2
1404;11;2;5;7;1;5;23;8;3;95;84;20;1718;37;4;793;97;11;4126;63;64;37978;154;57
1405;28;1;3;6;3;14;99;68;5;65;24;6;341;10;10;46;38;8;72;134;49;15220;1288;71
1406;12;10;15;3;8;5;80;25;28;241;55;19;375;139;37;4435;104;18;109;280;69;16630;47;133
1407;19;0;15;91;2;3;22;46;4;2;19;24;122;61;18;626;11;41;85;34;12;130360;446;21
1408;6;2;4;44;10;13;2;6;5;275;8;6;70;25;18;1130;24;126;6258;27;74;152;23;104
1409;5;15;9;62;10;32;252;5;7;143;5;11;141;95;20;23;25;73;33;107;81;229;128;72
1410;2;13;15;6;6;9;23;25;12;202;12;14;682;50;8;9;77;40;7277;10;38;5407;1968;16
1411;7;4;23;64;15;9;fail;55;10;0;31;22;1294;16;12;7278;60;31;1;39;24;156705;17;145
1412;15;11;2;17;7;5;14;8;12;97;5;9;119;25;22;2214;80;44;8171;27;19;5812;790;23
1413;21;1;5;30;18;24;13;7;5;7;17;6;450;14;10;3345;8;37;28;104;22;12288;99;39
1414;2;1;23;12;18;4;8;16;29;5;93;22;0;51;22;4;70;35;1558;20;34;33;84;57
1415;9;11;29;15;17;0;15;24;19;236;3;19;1630;65;5;1754;19;63;8120;10;8;18947;25;76
1416;10;45;3;56;9;38;156;24;17;222;22;33;778;9;14;1668;25;20;340;13;5;20596;18;42
1417;12;7;1;35;23;17;90;25;23;46;58;1;1604;144;5;321;29;38;1886;32;8;2398;615;48
1418;8;26;2;1;0;2;88;113;0;9;14;16;1750;15;21;61;35;12;16;37;43;14;41;115
1419;18;3;19;51;27;5;7;3;7;691;17;19;1344;14;26;67;32;6;4599;205;45;83460;55;29
1420;11;62;3;49;12;2;6;7;10;14;34;10;27;66;13;64;14;46;1484;87;89;98528;8;31
1421;4;2;12;44;9;6;80;34;13;18;59;2;449;7;6;5043;96;32;291;49;38;20853;94;42
1422;6;0;1;20;0;20;151;16;4;531;0;11;56;20;22;954;18;64;19171;44;28;8644;400;10
1423;5;8;33;41;12;5;3;25;9;35;27;29;328;49;7;4;51;22;2429;114;70;14778;53;15
1424;11;5;3;22;13;11;40;23;4;546;8;22;439;15;38;2624;20;55;7297;33;91;110659;342;15
1425;22;4;3;36;17;0;31;14;5;816;37;13;61;20;35;3791;24;78;3182;65;9;10060;64;33
1426;8;2;7;0;2;2;116;1;20;1;33;22;171;69;28;2182;99;49;443;38;117;7350;65;11
1427;6;9;5;57;12;4;9;15;5;530;73;69;136;21;7;46;36;113;2245;347;4;4292;1136;40
1428;45;46;14;22;36;13;6;55;43;335;70;22;1224;25;29;9516;43;23;4264;6;49;48465;20;159
1429;0;0;7;27;4;15;27;40;42;4;6;19;718;83;14;1450;15;20;1747;23;63;270;24;31
1430;17;4;6;6;7;6;16;70;14;574;51;2;164;16;17;1684;142;64;46;120;44;137;146;23
1431;10;8;20;38;15;26;15;15;7;39;33;14;199;45;13;1194;119;13;8221;91;36;31781;495;77
1432;1;0;14;11;3;2;69;81;19;1922;4;15;116;5;15;352;59;21;643;34;60;118;237;31
1433;30;1;3;8;18;3;13;23;14;1084;24;33;5;72;6;7680;95;31;16341;131;92;237;33;45
1434;17;32;3;38;13;16;44;30;8;790;4;7;104;28;26;48;32;30;1149;25;19;58919;383;56
1435;15;3;33;65;10;0;16;32;1;33;16;10;339;122;23;5695;54;20;25;14;11;73839;186;236
1436;9;38;2;30;29;8;8;16;20;179;65;16;250;29;11;16739;54;16;2869;173;72;43947;41;294
1437;3;3;1;10;7;15;24;33;6;46;32;22;1118;30;15;294;76;24;5203;89;22;5519;144;46
1438;9;11;22;8;53;4;142;5;9;14;22;35;413;30;44;21;32;67;60;11;40;2212;37;145
1439;19;1;10;1;3;11;20;23;16;98;47;7;13;18;18;490;58;24;5603;38;26;16;60;27
1440;4;13;0;10;20;8;4;7;25;15;44;6;1131;65;21;1670;4;33;1142;35;25;57670;303;96
1441;2;4;4;14;23;4;11;5;5;133;76;1;1270;51;26;11;44;5;2780;46;71;38813;21;64
1442;26;2;11;51;3;15;47;12;1;2;25;7;31;5;13;250;6;57;13;595;19;84586;717;58
1443;6;3;5;98;4;10;1;21;8;40;11;1;771;9;23;15;57;5;23;55;51;26288;2;25
1444;21;26;9;20;8;4;91;37;8;631;17;39;369;21;22;8452;88;49;19387;53;30;3891;175;7
1445;9;5;5;39;37;1;0;61;1;1163;24;10;10;49;15;906;47;29;1783;174;169;8;238;108
1446;12;23;1;59;22;4;56;3;18;503;7;13;292;43;6;7587;10;11;7814;13;29;323;49;63
1447;7;0;0;60;63;18;72;17;2;7;12;11;752;7;18;117;10;19;11060;73;26;9957;36;51
1448;13;14;0;20;32;6;2;21;16;6;0;15;75;22;23;3317;110;32;820;56;49;24;650;92
1449;32;9;1;6;25;27;36;6;8;12;44;16;12;29;36;13;52;9;29;44;131;53;21;46
1450;21;29;15;37;28;7;88;45;16;4;37;4;114;33;10;3412;37;49;93;37;14;7199;32;33
1451;9;2;1;49;30;15;24;9;13;2046;30;18;17;8;21;488;43;71;15219;30;28;51461;5;109
1452;4;0;18;12;10;7;10;8;8;286;31;25;3020;8;19;76;149;28;504;28;11;37251;37;7
1453;43;6;1;27;7;6;67;3;6;0;137;7;45;53;15;1751;92;27;1450;27;65;9424;50;85
1454;12;1;9;1;32;17;8;56;8;4;50;15;146;14;16;4014;21;27;2338;22;34;97;37;30
1455;2;22;4;108;25;10;7;1;10;300;9;26;28;18;9;9188;6;6;459;4;44;132;222;91
1456;22;5;9;27;42;0;144;23;10;596;35;70;60;39;19;2138;105;36;38;24;9;1277;36;75
1457;11;8;6;39;29;7;13;33;11;10;16;17;981;27;29;16611;72;9;3200;43;74;17240;85;12
1458;7;49;5;62;26;10;0;12;4;171;59;10;480;12;36;1271;15;78;470;11;71;824;368;76
1459;2;7;18;5;7;6;5;4;10;3;168;14;495;55;39;35;28;41;4407;9;21;36222;1228;114
1460;46;1;4;75;11;14;9;21;9;481;10;28;1422;10;22;12;26;38;11;154;35;31233;84;25
1461;23;0;3;6;13;4;20;24;5;1145;67;10;888;60;18;1753;22;5;7114;45;21;8438;901;55
1462;41;13;15;9;86;18;13;1;9;76;18;20;926;28;104;2006;49;37;2062;21;42;3914;60;50
1463;6;13;5;6;5;0;21;76;9;626;34;19;1278;28;2;39;20;62;12085;23;35;11676;32;70
1464;5;0;14;14;19;6;149;2;5;112;44;90;370;44;16;3022;3;21;848;165;10;22704;82;75
1465;0;5;3;16;2;30;16;8;4;137;0;25;408;4;18;139;8;28;28063;60;87;4696;286;58
1466;6;7;10;2;19;9;5;13;6;428;7;6;331;48;40;1624;29;40;7716;42;29;19968;72;75
1467;22;5;0;20;2;27;173;64;22;9;24;0;2417;32;39;1495;43;98;7141;54;42;42554;269;47
1468;3;12;3;7;4;10;0;67;6;365;66;18;112;37;44;1078;25;19;3302;63;42;8765;58;43
1469;3;14;2;4;21;3;4;18;9;28;20;10;2665;86;7;1271;147;18;6554;68;30;14051;182;44
1470;7;4;3;40;10;9;49;97;3;21;8;17;409;41;62;908;37;83;8750;10;26;17126;54;14
1471;11;5;4;3;8;4;84;33;5;9;126;14;840;5;27;71;44;139;5557;78;12;42898;53;47
1472;27;8;1;13;26;18;13;6;8;65;135;9;733;6;32;4309;68;13;7591;19;51;25230;163;28
1473;3;3;12;10;9;24;175;3;25;7;38;3;4121;12;25;572;37;63;386;21;123;9823;29;39
1474;33;41;9;10;1;18;30;4;4;31;41;8;6;28;25;267;114;25;8662;112;47;560;331;27
1475;52;2;2;52;24;4;25;3;1;315;28;19;441;29;0;0;91;12;16047;98;47;4199;677;14
1476;31;0;0;8;10;9;8;0;6;10;18;3;188;8;7;1113;64;33;1113;139;26;32476;252;91
1477;4;5;9;11;12;1;36;24;5;686;51;10;722;5;15;2618;82;97;9;32;19;105;117;43
1478;24;16;2;6;63;24;70;15;15;46;76;7;106;9;49;428;58;170;792;48;5;145867;797;83
1479;27;3;4;74;5;7;15;50;22;11;21;23;7;91;51;1394;6;52;1198;58;55;24526;71;64
1480;3;3;15;37;13;11;29;1;7;370;4;31;14;42;48;25;44;33;28282;53;42;2511;55;37
1481;72;0;1;23;3;9;0;5;13;14;60;6;1001;30;28;1212;78;32;2994;68;17;3;45;5
1482;27;21;3;1;29;13;10;5;17;12;31;8;1028;26;21;6890;52;53;7324;76;47;34686;204;14
1483;7;8;9;5;1;19;6;3;7;333;6;29;821;73;30;6497;29;11;3114;82;29;163;60;42
1484;10;14;5;7;4;13;125;83;38;17;24;11;6;42;62;91;172;75;28337;122;37;17;84;119
1485;6;41;8;20;3;3;76;42;41;58;27;1;1268;14;10;1041;60;49;36;10;0;11557;380;37
1486;4;0;15;4;10;6;15;5;9;11;11;17;252;68;15;1625;9;37;1224;153;48;17098;19;37
1487;4;0;3;5;5;10;0;1;21;389;14;26;19;13;13;84;106;28;63;22;23;25674;1196;75
1488;0;3;19;20;36;4;106;16;6;9;13;15;370;26;19;1964;60;14;4669;18;33;20522;13;32
1489;0;16;1;3;52;10;21;45;4;26;22;17;749;4;9;4925;55;49;150;65;28;302;611;50
1490;12;11;3;34;21;28;128;26;21;62;75;1;783;41;3;71;24;53;104;7;59;84;33;72
1491;4;2;0;89;1;9;5;23;16;88;36;11;797;45;19;1928;30;87;1369;93;32;101;33;126
1492;3;10;24;5;95;0;52;15;3;73;20;17;256;0;4;12196;109;115;73;23;21;4195;4;28
1493;42;10;19;11;39;16;45;13;11;6;97;1;390;19;36;5370;26;48;7838;37;16;276;36;106
1494;5;11;4;1;14;4;6;49;12;48;29;6;11;48;23;659;18;20;15;29;12;49217;43;107
1495;3;29;13;48;53;4;94;63;15;502;11;7;224;49;11;315;33;19;1391;176;20;21839;702;94
1496;6;1;0;3;138;25;24;122;4;28;89;36;19;6;33;14761;27;70;67;1;31;4119;52;72
1497;38;16;10;0;2;8;54;11;15;93;31;3;92;15;5;108;4;18;1338;50;78;6091;19;40
1498;7;3;6;54;3;10;9;4;2;161;3;37;387;19;24;602;65;15;90;18;82;61925;20;85
1499;15;11;1;27;17;8;132;57;1;15;199;0;475;18;38;1296;41;49;10277;14;0;788;65;102
1500;4;11;11;11;8;14;9;48;2;77;15;36;1113;85;41;113;205;9;19539;22;194;11335;231;49
1501;3;1;1;19;0;7;43;63;4;6;42;15;904;13;34;1462;91;73;8895;11;52;6090;65;28
1502;4;5;4;2;30;13;6;30;16;10;1;28;906;47;8;616;91;50;869;59;13;67;51;99
1503;4;29;0;4;9;0;26;8;5;50;18;19;1837;96;30;481;21;16;9798;18;37;1020;163;30
1504;4;8;17;8;10;10;8;47;22;1909;9;9;622;78;16;4454;16;37;8;92;49;53966;64;38
1505;21;16;6;6;32;19;113;21;10;51;26;29;496;24;13;3002;85;18;63;401;69;147;888;53
1506;5;0;5;25;16;2;171;5;10;96;3;15;8;3;34;640;25;32;657;40;38;2051;754;15
1507;17;0;0;25;1;9;11;97;9;57;29;74;1106;4;78;4809;24;25;1662;188;22;96;18;36
1508;7;22;11;4;25;1;2;75;4;12;12;15;124;2;25;838;8;35;98;37;30;17652;1213;33
1509;2;4;0;13;37;8;27;18;0;271;15;18;0;22;43;131;41;25;26;93;42;49757;18;53
1510;3;1;1;95;27;14;63;41;23;216;75;52;700;8;13;348;34;32;16160;80;102;13190;16;67
1511;32;17;0;32;7;11;25;8;11;995;20;14;134;25;34;1138;97;52;13185;196;35;62483;43;31
1512;15;1;2;7;42;12;133;8;5;115;6;2;462;24;47;44;104;28;20850;20;38;78;21;65
1513;1;19;5;2;1;9;26;15;11;32;10;13;302;96;11;47;118;32;665;32;29;390;763;12
1514;8;7;1;210;3;19;135;43;5;746;54;1;1294;7;23;10370;102;22;602;80;59;55126;22;77
1515;3;14;0;74;6;7;233;9;0;82;19;17;30;13;11;2493;100;2;5671;134;22;24444;59;132
1516;29;0;3;4;54;18;27;11;11;199;5;21;1079;55;10;2224;9;31;6496;54;31;29953;218;28
1517;11;11;1;1;38;1;5;51;4;317;173;17;30;53;54;2742;37;61;1430;119;62;8383;40;144
1518;6;19;10;21;4;24;17;22;6;0;39;10;91;3;40;960;2;26;364;57;18;29;808;86
1519;43;8;9;5;22;11;19;16;9;117;41;23;1312;37;26;2127;26;42;4784;33;32;7709;29;78
1520;15;4;0;0;5;3;1;5;11;881;17;17;35;28;26;7032;26;47;8;41;182;86;20;21
1521;13;16;11;2;59;8;14;17;31;264;64;12;1;18;20;1561;189;6;2220;12;74;206;661;50
1522;24;8;5;1;0;1;0;46;22;114;9;41;199;37;5;128;13;34;5;31;101;20613;810;16
1523;5;13;0;0;3;8;93;0;9;9;70;23;34;28;30;983;53;160;7572;69;22;34323;109;34
1524;1;8;2;9;27;8;23;0;37;125;24;13;16;30;18;814;16;7;377;135;27;473;17;22
1525;30;18;7;155;12;6;311;7;18;1064;48;13;222;27;8;17;16;151;18;53;52;733;38;140
1526;14;1;11;2;8;5;39;33;22;308;80;4;13;9;2;3356;14;40;4438;49;18;32154;328;125
1527;8;11;19;15;0;4;1;15;27;7;42;27;23;52;39;583;9;71;35;135;39;6166;1281;51
1528;7;0;6;24;0;7;19;4;19;156;8;14;636;15;20;3186;16;20;11237;72;45;12842;136;66
1529;3;23;4;89;40;17;2;38;18;7;12;8;161;32;7;1539;31;20;28460;52;47;104491;36;191
1530;20;10;5;11;0;8;9;34;12;181;8;12;61;4;9;284;75;65;7768;163;60;9054;48;490
1531;16;22;1;50;2;6;18;3;24;2;10;38;1496;11;22;238;132;33;4922;217;85;497;48;11
1532;10;8;6;1;65;10;44;1;11;1;6;21;825;19;26;35;102;25;5481;277;25;51504;31;38
1533;12;10;7;70;2;10;252;22;0;152;11;10;3;40;46;13465;10;31;37;101;33;32;670;31
1534;19;17;0;4;17;15;8;44;6;413;19;15;488;30;21;854;104;91;65;23;21;11837;1483;54
1535;15;2;10;15;53;13;37;3;14;268;37;9;852;40;3;91;67;37;757;20;36;3985;51;161
1536;0;2;11;0;17;2;16;2;10;666;30;5;98;10;28;51;118;9;3249;25;10;4595;261;12
1537;20;2;3;38;77;0;28;0;6;0;20;11;35;16;17;466;54;29;151;133;42;49185;188;19
1538;31;1;11;40;37;14;48;5;4;31;12;12;312;79;12;869;21;30;1143;12;33;158;60;50
1539;21;18;0;22;3;2;19;17;23;32;3;94;116;72;30;5441;1;35;19246;5;6;35652;69;13
1540;6;0;4;22;36;3;17;29;15;127;16;15;1174;34;5;46;96;25;33;115;2;67;57;35
1541;4;23;11;53;37;26;6;4;7;28;63;26;9;76;11;8262;25;11;12028;50;129;8193;34;38
1542;7;2;4;143;46;16;3;4;10;11;46;52;506;38;11;3757;93;41;5991;76;75;42138;86;115
1543;12;19;0;3;2;7;1;16;20;183;1;49;2;2;19;1510;39;27;20616;20;79;5639;385;48
1544;7;3;1;9;71;21;60;3;1;11;47;12;6;6;39;3088;54;25;4544;38;25;93917;486;45
1545;46;9;11;13;27;19;6;5;6;18;64;22;441;11;82;2151;58;20;133;36;11;234;134;61
1546;1;25;2;0;41;1;152;42;7;89;152;20;1576;9;12;4181;44;4;10;87;20;4672;281;20
1547;10;4;2;17;11;2;11;4;8;144;37;7;936;110;32;48;25;49;2552;44;34;24073;64;136
1548;6;4;2;5;14;4;3;1;3;337;40;15;20;36;12;8053;7;120;3620;200;0;55;74;66
1549;4;2;3;17;17;8;67;0;8;231;90;15;374;46;41;9727;47;70;82;131;45;30;34;52
1550;23;1;3;42;26;5;65;12;24;3;35;16;3;8;34;317;7;9;121;56;29;7272;65;34
1551;30;20;1;26;19;6;6;35;15;12;9;12;1740;41;26;1259;80;17;1582;128;87;12712;29;26
1552;25;28;3;1;11;16;5;14;7;1130;5;24;139;3;60;3540;7;25;906;67;48;58;505;11
1553;5;4;5;18;48;12;121;26;10;0;85;47;289;6;21;1408;115;14;42;78;50;66869;30;40
1554;4;11;9;5;78;6;160;20;19;13;28;8;80;40;10;68;105;20;2410;115;22;7576;115;129
1555;5;3;8;38;2;27;32;33;13;24;41;24;176;14;12;122;66;20;2019;30;14;24563;56;50
1556;27;14;0;4;10;8;16;1;14;43;13;21;203;23;37;806;164;28;2845;71;20;30;583;39
1557;19;2;10;0;10;1;50;30;5;1267;40;2;113;4;31;33;21;40;283;7;54;17657;244;51
1558;5;12;2;17;8;9;0;16;21;10;88;15;47;56;21;847;89;37;1573;12;90;183;42;77
1559;6;21;0;20;20;0;178;21;18;26;35;19;151;47;21;324;88;34;6290;11;13;10500;598;62
1560;14;17;2;89;18;14;200;36;23;191;131;0;14;10;4;1127;28;37;3477;63;36;17028;113;29
1561;16;22;3;72;15;4;3;0;2;34;19;17;1656;103;22;126;7;10;34;71;18;19106;13;65
1562;37;21;6;9;3;13;43;15;14;120;35;14;3327;4;6;10218;29;66;292;37;46;22689;72;68
1563;13;7;3;0;0;14;55;29;19;177;9;6;17;16;22;20;18;49;10035;207;22;48285;216;47
1564;3;9;3;29;49;11;43;11;11;30;26;62;660;46;23;2726;152;61;20248;154;34;18319;302;146
1565;47;6;3;0;14;5;5;29;10;10;10;13;826;104;0;33;66;29;3635;90;76;21561;20;25
1566;1;8;0;94;15;19;165;4;10;19;2;15;101;34;18;1794;26;54;7454;67;6;42717;1493;129
1567;8;9;18;12;0;0;3;18;33;171;16;41;17;24;21;442;5;68;5097;90;44;107390;479;40
1568;1;1;1;93;3;9;15;6;20;3;15;22;910;53;18;33;16;110;7389;138;36;17857;153;36
1569;21;2;20;2;1;4;9;37;9;281;29;38;688;54;17;4784;48;36;52;6;27;3793;2;119
1570;3;13;17;1;6;17;5;0;5;2;22;37;32;46;23;23;36;18;9345;2;124;40;415;69
1571;0;17;17;84;17;0;0;5;32;384;132;5;52;36;9;3510;17;28;2420;49;2;15754;322;181
1572;6;9;18;14;2;9;144;22;10;11;6;36;377;34;37;2233;10;32;11504;44;45;17896;64;95
1573;3;14;13;91;20;17;44;13;1;28;1;13;591;12;5;1231;86;44;10222;39;18;22156;57;64
1574;6;9;5;4;24;10;41;10;6;1252;24;17;102;3;16;1331;51;8;9021;44;40;10956;50;121
1575;4;15;2;35;7;3;84;37;8;300;21;31;363;53;7;1400;43;27;981;177;26;6818;660;165
1576;74;10;3;2;10;1;2;65;6;1;77;15;3;55;71;10204;108;16;5837;143;55;35471;180;51
1577;4;7;17;25;39;0;32;60;11;161;24;18;200;33;20;7394;40;17;45;31;55;127;130;69
1578;11;0;4;22;51;3;26;0;8;22;99;6;4;14;20;4496;14;24;9191;86;41;110890;363;36
1579;6;0;1;1;50;4;9;12;2;79;7;25;143;22;41;4811;25;101;6051;175;55;20616;524;24
1580;3;14;16;51;17;8;19;157;4;39;25;7;71;15;25;924;93;31;7557;28;47;4878;652;74
1581;4;2;22;48;1;7;157;11;9;796;49;15;8;8;41;3099;156;16;4785;18;54;11125;31;62
1582;43;1;9;175;2;5;68;10;12;1476;27;0;1067;12;15;58;64;3;1964;128;33;24794;92;70
1583;12;14;3;1;38;0;15;14;22;6;22;0;423;31;64;2637;20;57;2311;15;30;4948;23;68
1584;3;12;3;60;35;8;11;0;26;88;41;35;26;108;73;10;27;94;5495;38;40;54947;63;66
1585;16;3;7;1;12;8;131;11;12;27;0;34;276;56;14;910;40;35;7651;41;25;10;89;37
1586;11;6;2;5;6;3;32;19;9;236;1;20;1710;15;13;3984;78;27;2183;73;38;37713;612;50
1587;2;34;4;3;14;2;47;12;16;226;42;3;818;171;19;78;8;24;4718;56;35;6658;103;16
1588;12;0;3;12;9;6;6;40;2;28;6;34;20;3;38;1194;166;106;23;138;29;40730;206;24
1589;13;28;15;33;16;13;2;0;10;46;27;9;625;9;27;2;8;19;501;135;23;39346;411;306
1590;2;8;2;208;7;9;21;21;9;576;49;13;109;63;19;320;93;33;115;52;54;3789;1;111
1591;0;13;10;49;10;4;30;5;2;73;4;31;395;21;25;4498;17;49;7027;82;32;12151;114;48
1592;23;6;6;7;1;7;46;64;30;62;17;18;36;25;20;19;32;36;157;24;6;43234;1255;37
1593;14;2;4;99;0;23;19;9;15;433;35;26;2299;13;9;4;111;12;97;11;21;175;294;151
1594;0;0;2;28;0;7;12;27;25;37;21;8;384;54;29;2724;55;28;258;65;22;345;73;106
