;RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
499;74527;fail;fail;fail;143849;200829;260787
500;99562;fail;fail;fail;168676;162066;291443
501;86476;fail;fail;fail;200093;289686;328202
502;81628;fail;fail;fail;150998;215466;259129
503;85613;fail;fail;fail;165317;232451;289256
504;76330;fail;fail;fail;155460;241421;263684
505;114295;fail;fail;fail;160292;216597;227666
506;84191;fail;fail;fail;169832;242073;341057
507;85975;fail;fail;fail;173065;316315;429191
508;78749;fail;fail;fail;172185;219748;326364
509;88306;fail;fail;fail;191463;181173;293103
510;98002;fail;fail;fail;141764;207768;370446
511;84464;fail;fail;fail;215614;164159;310911
512;95546;fail;fail;fail;188398;194677;270928
513;86120;fail;fail;fail;194082;297288;246987
514;114754;fail;fail;fail;177387;246399;360997
515;80135;fail;fail;fail;177267;230029;412535
516;87579;fail;fail;fail;164506;201478;251120
517;78017;fail;fail;fail;166383;221669;262035
518;98028;fail;fail;fail;185477;256610;300428
519;81909;fail;fail;fail;216391;223640;351317
520;73641;fail;fail;fail;172730;236737;428530
521;85856;fail;fail;fail;159519;275057;327001
522;76290;fail;fail;fail;174005;228684;253946
523;92815;fail;fail;fail;152605;295861;322156
524;95457;fail;fail;fail;142201;244728;291310
525;84820;fail;fail;fail;147379;250617;310524
526;127765;fail;fail;fail;166942;261511;327096
527;83638;fail;fail;fail;231774;210165;305784
528;101078;fail;fail;fail;207163;241290;283857
529;100061;fail;fail;fail;171960;265428;320479
530;82491;fail;fail;fail;154665;205957;309279
531;80858;fail;fail;fail;167760;245437;245041
532;83671;fail;fail;fail;142407;233326;335358
533;101952;fail;fail;fail;189571;185776;247228
534;115779;fail;fail;fail;163238;262854;299700
535;107438;fail;fail;fail;189715;238383;321787
536;84733;fail;fail;fail;192011;262647;321500
537;77842;fail;fail;fail;141508;199091;279112
538;83580;fail;fail;fail;159069;302620;334677
539;88790;fail;fail;fail;149747;300783;288258
540;78401;fail;fail;fail;168742;313450;359366
541;127810;fail;fail;fail;170124;219825;441498
542;100475;fail;fail;fail;162161;252121;424454
543;86969;fail;fail;fail;196377;216597;308343
544;87386;fail;fail;fail;161542;193118;279395
545;95040;fail;fail;fail;183550;182740;296483
546;84238;fail;fail;fail;161245;337081;311407
547;82206;fail;fail;fail;181771;215906;374427
548;86157;fail;fail;fail;142523;218855;274676
549;83886;fail;fail;fail;133460;191784;301387
550;86266;fail;fail;fail;191402;186740;276005
551;86486;fail;fail;fail;192461;309243;335744
552;80938;fail;fail;fail;154626;235064;314552
553;90310;fail;fail;fail;166052;248202;361005
554;71349;fail;fail;fail;147610;225477;248958
555;80540;fail;fail;fail;170343;241530;245239
556;72389;fail;fail;fail;145509;204354;259589
557;80417;fail;fail;fail;142835;229534;276356
558;111465;fail;fail;fail;219670;188536;273588
559;90181;fail;fail;fail;187670;269120;270224
560;126072;fail;fail;fail;175639;221606;295488
561;72905;fail;fail;fail;119153;234339;277222
562;90643;fail;fail;fail;153147;227839;316394
563;85749;fail;fail;fail;157405;197155;318638
564;81524;fail;fail;fail;202350;254206;301419
565;98333;fail;fail;fail;188740;220236;372592
566;104893;fail;fail;fail;166215;255469;287796
567;82084;fail;fail;fail;165156;260370;338805
568;82595;fail;fail;fail;148909;247842;270370
569;121768;fail;fail;fail;189980;219100;285647
570;103128;fail;fail;fail;139964;216613;236735
571;97307;fail;fail;fail;172138;290773;302921
572;87593;fail;fail;fail;158146;230058;251267
573;81582;fail;fail;fail;159065;201496;354220
574;110230;fail;fail;fail;137294;187132;368102
575;92548;fail;fail;fail;130186;266299;308346
576;100722;fail;fail;fail;161210;292098;325234
577;111138;fail;fail;fail;142954;246879;242021
578;91427;fail;fail;fail;141985;196202;280622
579;74574;fail;fail;fail;144912;208028;324079
580;86963;fail;fail;fail;250136;245783;355073
581;86084;fail;fail;fail;177109;207674;394177
582;112189;fail;fail;fail;146477;239988;237516
583;102929;fail;fail;fail;257697;206960;364975
584;80450;fail;fail;fail;204789;238042;275522
585;94780;fail;fail;fail;159061;180872;266571
586;92010;fail;fail;fail;137614;250733;414860
587;99857;fail;fail;fail;129867;223270;339704
588;88354;fail;fail;fail;162652;193709;542110
589;87708;fail;fail;fail;167964;185137;233597
590;88895;fail;fail;fail;153882;248071;312872
591;100324;fail;fail;fail;169648;198306;372185
592;82015;fail;fail;fail;199601;310118;334606
593;121552;fail;fail;fail;147474;204479;347048
